DataPoint,cycle_index,step_type,Time(h),Total Time(h),current_a,voltage_v,capacity_ah,spec_cap,chg_cap,chg_spec,dchg_cap,dchg_spec,energy_wh,date,power_w,mission_step,t_cum_s,Cycle,file,file_key,label,dvdt_v_per_s,V0,Cap0,E0,P0,V_delta,Cap_delta,E_delta,P_delta,V_mean_upto,V_std_upto,V_min_upto,I_mean_upto,I_std_upto,I_abs_mean_upto,P_mean_upto,P_std_upto,Vsag_upto,Vsag_ratio_upto,dVdt_slope_upto
49477,20,CC DChg,0.883333333333333,136.593333333333,-0.00091948,3.6358,0.0008122,59.37,0.0,0.0,0.0008122,59.37,0.00307612,2025-06-28 19:18:57,-0.00334302,take_off,0.0,20,2025-06-11 MSE supplies Gra NMC811 Gen2 1_1_4_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811gen211420250619162502,GOOD_drone,-0.0001,3.6358,0.0008122,0.00307612,-0.00334302,0.0,0.0,0.0,0.0,3.6358,,3.6358,-0.00091948,,0.00091948,-0.00334302,,0.0,0.0,
51524,21,CC DChg,0.883333333333333,142.233638888889,-0.00091947,3.6351,0.0008122,59.37,0.0,0.0,0.0008122,59.37,0.00307566,2025-06-29 00:57:23,-0.00334237,take_off,0.0,21,2025-06-11 MSE supplies Gra NMC811 Gen2 1_1_4_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811gen211420250619162502,GOOD_drone,-9.00000000000123e-05,3.6351,0.0008122,0.00307566,-0.00334237,0.0,0.0,0.0,0.0,3.6351,,3.6351,-0.00091947,,0.00091947,-0.00334237,,0.0,0.0,
30427,11,CC DChg,0.883333333333333,84.0800555555556,-0.00091945,3.6027,0.00081219,59.37,0.0,0.0,0.00081219,59.37,0.00305885,2025-06-26 14:46:57,-0.00331256,take_off,0.0,11,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-9.00000000000123e-05,3.6027,0.00081219,0.00305885,-0.00331256,0.0,0.0,0.0,0.0,3.6027,,3.6027,-0.00091945,,0.00091945,-0.00331256,,0.0,0.0,
32084,12,CC DChg,0.883333333333333,88.6376944444444,-0.00091945,3.5962,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00305267,2025-06-26 19:20:25,-0.00330654,take_off,0.0,12,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-9.9999999999989e-05,3.5962,0.00081218,0.00305267,-0.00330654,0.0,0.0,0.0,0.0,3.5962,,3.5962,-0.00091945,,0.00091945,-0.00330654,,0.0,0.0,
33685,13,CC DChg,0.883333333333333,93.0389166666667,-0.00091945,3.5967,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00305339,2025-06-26 23:44:30,-0.00330702,take_off,0.0,13,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-9.9999999999989e-05,3.5967,0.00081218,0.00305339,-0.00330702,0.0,0.0,0.0,0.0,3.5967,,3.5967,-0.00091945,,0.00091945,-0.00330702,,0.0,0.0,
35279,14,CC DChg,0.883333333333333,97.4222222222222,-0.00091945,3.5946,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00305216,2025-06-27 04:07:31,-0.00330506,take_off,1.0,14,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-8.999999999996789e-05,3.5946,0.00081218,0.00305216,-0.00330506,0.0,0.0,0.0,0.0,3.5946,,3.5946,-0.00091945,,0.00091945,-0.00330506,,0.0,0.0,
36854,15,CC DChg,0.883333333333333,101.752083333333,-0.00091945,3.5885,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00304781,2025-06-27 08:27:19,-0.00329947,take_off,0.0,15,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-9.9999999999989e-05,3.5885,0.00081218,0.00304781,-0.00329947,0.0,0.0,0.0,0.0,3.5885,,3.5885,-0.00091945,,0.00091945,-0.00329947,,0.0,0.0,
38399,16,CC DChg,0.883333333333333,106.000444444444,-0.00091944,3.5819,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00304364,2025-06-27 12:42:14,-0.00329337,take_off,1.0,16,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-9.00000000000123e-05,3.5819,0.00081218,0.00304364,-0.00329337,0.0,0.0,0.0,0.0,3.5819,,3.5819,-0.00091944,,0.00091944,-0.00329337,,0.0,0.0,
39911,17,CC DChg,0.883333333333333,110.155527777778,-0.00091945,3.5756,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00303852,2025-06-27 16:51:33,-0.00328761,take_off,1.0,17,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-9.00000000000123e-05,3.5756,0.00081218,0.00303852,-0.00328761,0.0,0.0,0.0,0.0,3.5756,,3.5756,-0.00091945,,0.00091945,-0.00328761,,0.0,0.0,
41386,18,CC DChg,0.883333333333333,114.2085,-0.00091945,3.5685,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00303338,2025-06-27 20:54:44,-0.00328102,take_off,0.0,18,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_drone,-9.9999999999989e-05,3.5685,0.00081218,0.00303338,-0.00328102,0.0,0.0,0.0,0.0,3.5685,,3.5685,-0.00091945,,0.00091945,-0.00328102,,0.0,0.0,
42824,19,CC DChg,0.883333333333333,118.161194444444,-0.00091945,3.5607,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00302726,2025-06-28 00:51:54,-0.00327383,take_off,0.0,19,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-0.0001,3.5607,0.00081218,0.00302726,-0.00327383,0.0,0.0,0.0,0.0,3.5607,,3.5607,-0.00091945,,0.00091945,-0.00327383,,0.0,0.0,
44226,20,CC DChg,0.883333333333333,122.007416666667,-0.00091945,3.554,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00302247,2025-06-28 04:42:41,-0.00326776,take_off,0.0,20,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-8.999999999996789e-05,3.554,0.00081218,0.00302247,-0.00326776,0.0,0.0,0.0,0.0,3.554,,3.554,-0.00091945,,0.00091945,-0.00326776,,0.0,0.0,
45592,21,CC DChg,0.883333333333333,125.753722222222,-0.00091946,3.5471,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00301708,2025-06-28 08:27:29,-0.00326144,take_off,0.0,21,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-9.00000000000123e-05,3.5471,0.00081218,0.00301708,-0.00326144,0.0,0.0,0.0,0.0,3.5471,,3.5471,-0.00091946,,0.00091946,-0.00326144,,0.0,0.0,
46930,22,CC DChg,0.883333333333333,129.41875,-0.00091945,3.5408,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00301244,2025-06-28 12:07:24,-0.00325558,take_off,0.0,22,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-9.00000000000123e-05,3.5408,0.00081218,0.00301244,-0.00325558,0.0,0.0,0.0,0.0,3.5408,,3.5408,-0.00091945,,0.00091945,-0.00325558,,0.0,0.0,
48258,23,CC DChg,0.883333333333333,133.059583333333,-0.00091947,3.5389,0.00081219,59.37,0.0,0.0,0.00081219,59.37,0.00301102,2025-06-28 15:45:51,-0.00325394,take_off,0.0,23,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-9.9999999999989e-05,3.5389,0.00081219,0.00301102,-0.00325394,0.0,0.0,0.0,0.0,3.5389,,3.5389,-0.00091947,,0.00091947,-0.00325394,,0.0,0.0,
49575,24,CC DChg,0.883333333333333,136.668,-0.00091947,3.5344,0.0008122,59.37,0.0,0.0,0.0008122,59.37,0.00300795,2025-06-28 19:22:22,-0.00324978,take_off,0.0,24,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-0.0001,3.5344,0.0008122,0.00300795,-0.00324978,0.0,0.0,0.0,0.0,3.5344,,3.5344,-0.00091947,,0.00091947,-0.00324978,,0.0,0.0,
50888,25,CC DChg,0.883333333333333,140.262027777778,-0.00091946,3.5275,0.0008122,59.37,0.0,0.0,0.0008122,59.37,0.00300389,2025-06-28 22:58:02,-0.00324335,take_off,1.0,25,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-8.999999999996789e-05,3.5275,0.0008122,0.00300389,-0.00324335,0.0,0.0,0.0,0.0,3.5275,,3.5275,-0.00091946,,0.00091946,-0.00324335,,0.0,0.0,
52202,26,CC DChg,0.883333333333333,143.860861111111,-0.00091947,3.5245,0.0008122,59.37,0.0,0.0,0.0008122,59.37,0.00300102,2025-06-29 02:33:58,-0.00324069,take_off,0.0,26,2025-06-11 MSE supplies Gra NMC811 XFC 1_2_3_2025-06-19 16-25-02 _good.xlsx,20250611msesuppliesgranmc811xfc12320250619162502,GOOD_not_drone,-0.0001,3.5245,0.0008122,0.00300102,-0.00324069,0.0,0.0,0.0,0.0,3.5245,,3.5245,-0.00091947,,0.00091947,-0.00324069,,0.0,0.0,
28931,11,CC DChg,0.833305555555556,79.94025,-0.00091945,3.4576,0.00076618,56.0,0.0,0.0,0.00076618,56.0,0.00279513,2025-06-26 12:28:24,-0.00317905,take_off,1.0,11,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,GOOD_not_drone,-0.0001899999999999,3.4576,0.00076618,0.00279513,-0.00317905,0.0,0.0,0.0,0.0,3.4576,,3.4576,-0.00091945,,0.00091945,-0.00317905,,0.0,0.0,
30004,12,CC DChg,0.883333333333333,82.871,-0.00091944,3.5268,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00302022,2025-06-26 15:24:16,-0.00324268,take_off,0.0,12,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,GOOD_not_drone,-0.00012,3.5268,0.00081218,0.00302022,-0.00324268,0.0,0.0,0.0,0.0,3.5268,,3.5268,-0.00091944,,0.00091944,-0.00324268,,0.0,0.0,
31102,13,CC DChg,0.883333333333333,85.8763333333333,-0.00091944,3.5182,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00301474,2025-06-26 18:24:36,-0.00323475,take_off,1.0,13,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,GOOD_not_drone,-0.00012,3.5182,0.00081218,0.00301474,-0.00323475,0.0,0.0,0.0,0.0,3.5182,,3.5182,-0.00091944,,0.00091944,-0.00323475,,0.0,0.0,
32196,14,CC DChg,0.883333333333333,88.8686388888889,-0.00091944,3.5087,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00300952,2025-06-26 21:24:09,-0.00322605,take_off,1.0,14,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00013,3.5087,0.00081218,0.00300952,-0.00322605,0.0,0.0,0.0,0.0,3.5087,,3.5087,-0.00091944,,0.00091944,-0.00322605,,0.0,0.0,
33288,15,CC DChg,0.883333333333333,91.8573888888889,-0.00091944,3.498,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.0030033,2025-06-27 00:23:29,-0.00321624,take_off,0.0,15,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00013,3.498,0.00081218,0.0030033,-0.00321624,0.0,0.0,0.0,0.0,3.498,,3.498,-0.00091944,,0.00091944,-0.00321624,,0.0,0.0,
34370,16,CC DChg,0.883333333333333,94.8143055555555,-0.00091945,3.4818,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00299591,2025-06-27 03:20:54,-0.00320131,take_off,0.0,16,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0001699999999999,3.4818,0.00081218,0.00299591,-0.00320131,0.0,0.0,0.0,0.0,3.4818,,3.4818,-0.00091945,,0.00091945,-0.00320131,,0.0,0.0,
35437,17,CC DChg,0.883333333333333,97.7315277777778,-0.00091945,3.4632,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.0029879,2025-06-27 06:15:57,-0.00318427,take_off,0.0,17,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00019,3.4632,0.00081218,0.0029879,-0.00318427,0.0,0.0,0.0,0.0,3.4632,,3.4632,-0.00091945,,0.00091945,-0.00318427,,0.0,0.0,
36489,18,CC DChg,0.883333333333333,100.607722222222,-0.00091944,3.434,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00297704,2025-06-27 09:08:32,-0.00315736,take_off,0.0,18,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00026,3.434,0.00081218,0.00297704,-0.00315736,0.0,0.0,0.0,0.0,3.434,,3.434,-0.00091944,,0.00091944,-0.00315736,,0.0,0.0,
37519,19,CC DChg,0.883333333333333,103.421972222222,-0.00091944,3.4111,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.0029709,2025-06-27 11:57:24,-0.00313634,take_off,0.0,19,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0002999999999999,3.4111,0.00081218,0.0029709,-0.00313634,0.0,0.0,0.0,0.0,3.4111,,3.4111,-0.00091944,,0.00091944,-0.00313634,,0.0,0.0,
38532,20,CC DChg,0.883333333333333,106.184277777778,-0.00091944,3.3855,0.00081217,59.37,0.0,0.0,0.00081217,59.37,0.00296182,2025-06-27 14:43:09,-0.00311274,take_off,0.0,20,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00036,3.3855,0.00081217,0.00296182,-0.00311274,0.0,0.0,0.0,0.0,3.3855,,3.3855,-0.00091944,,0.00091944,-0.00311274,,0.0,0.0,
39525,21,CC DChg,0.883333333333333,108.890944444444,-0.00091944,3.3671,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00295693,2025-06-27 17:25:34,-0.00309586,take_off,0.0,21,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0004,3.3671,0.00081218,0.00295693,-0.00309586,0.0,0.0,0.0,0.0,3.3671,,3.3671,-0.00091944,,0.00091944,-0.00309586,,0.0,0.0,
40505,22,CC DChg,0.883333333333333,111.558722222222,-0.00091945,3.3401,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00294822,2025-06-27 20:05:38,-0.00307106,take_off,0.0,22,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00047,3.3401,0.00081218,0.00294822,-0.00307106,0.0,0.0,0.0,0.0,3.3401,,3.3401,-0.00091945,,0.00091945,-0.00307106,,0.0,0.0,
41458,23,CC DChg,0.883333333333333,114.154611111111,-0.00091945,3.3166,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00294206,2025-06-27 22:41:24,-0.00304942,take_off,0.0,23,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00051,3.3166,0.00081218,0.00294206,-0.00304942,0.0,0.0,0.0,0.0,3.3166,,3.3166,-0.00091945,,0.00091945,-0.00304942,,0.0,0.0,
42387,24,CC DChg,0.883333333333333,116.686305555556,-0.00091944,3.2802,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00293293,2025-06-28 01:13:19,-0.00301591,take_off,0.0,24,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0005899999999999,3.2802,0.00081218,0.00293293,-0.00301591,0.0,0.0,0.0,0.0,3.2802,,3.2802,-0.00091944,,0.00091944,-0.00301591,,0.0,0.0,
43284,25,CC DChg,0.883333333333333,119.128666666667,-0.00091944,3.2497,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00292558,2025-06-28 03:39:52,-0.00298794,take_off,0.0,25,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0006399999999999,3.2497,0.00081218,0.00292558,-0.00298794,0.0,0.0,0.0,0.0,3.2497,,3.2497,-0.00091944,,0.00091944,-0.00298794,,0.0,0.0,
44163,26,CC DChg,0.883333333333333,121.516583333333,-0.00091944,3.2127,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00291767,2025-06-28 06:03:10,-0.00295392,take_off,1.0,26,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00072,3.2127,0.00081218,0.00291767,-0.00295392,0.0,0.0,0.0,0.0,3.2127,,3.2127,-0.00091944,,0.00091944,-0.00295392,,0.0,0.0,
45031,27,CC DChg,0.883333333333333,123.873944444444,-0.00091945,3.1685,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.0029083,2025-06-28 08:24:37,-0.00291326,take_off,0.0,27,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0008299999999999,3.1685,0.00081218,0.0029083,-0.00291326,0.0,0.0,0.0,0.0,3.1685,,3.1685,-0.00091945,,0.00091945,-0.00291326,,0.0,0.0,
45889,28,CC DChg,0.883333333333333,126.200166666667,-0.00091945,3.116,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00289862,2025-06-28 10:44:12,-0.00286504,take_off,0.0,28,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00097,3.116,0.00081218,0.00289862,-0.00286504,0.0,0.0,0.0,0.0,3.116,,3.116,-0.00091945,,0.00091945,-0.00286504,,0.0,0.0,
46736,29,CC DChg,0.883333333333333,128.501861111111,-0.00091945,3.0714,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00288968,2025-06-28 13:02:19,-0.00282403,take_off,0.0,29,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00108,3.0714,0.00081218,0.00288968,-0.00282403,0.0,0.0,0.0,0.0,3.0714,,3.0714,-0.00091945,,0.00091945,-0.00282403,,0.0,0.0,
47576,30,CC DChg,0.883333333333333,130.78125,-0.00091945,3.0494,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00288623,2025-06-28 15:19:05,-0.00280379,take_off,0.0,30,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.00118,3.0494,0.00081218,0.00288623,-0.00280379,0.0,0.0,0.0,0.0,3.0494,,3.0494,-0.00091945,,0.00091945,-0.00280379,,0.0,0.0,
48409,31,CC DChg,0.883333333333333,133.046361111111,-0.00091946,3.0241,0.00081218,59.37,0.0,0.0,0.00081218,59.37,0.00288144,2025-06-28 17:35:00,-0.00278056,take_off,0.0,31,2025-06-11 MSE supplies Gra NMC811 XFC 3_2_5_2025-06-19 16-25-02_good.xlsx,20250611msesuppliesgranmc811xfc32520250619162502,BAD,-0.0012899999999999,3.0241,0.00081218,0.00288144,-0.00278056,0.0,0.0,0.0,0.0,3.0241,,3.0241,-0.00091946,,0.00091946,-0.00278056,,0.0,0.0,
