Cycle,Chg_Spec_mAhg,DChg_Spec_mAhg,Chg_Cap_Ah,DChg_Cap_Ah,Chg_Energy_Wh,DChg_Energy_Wh,CE,IR_proxy,HF_CHG_SPEC_HIGH,HF_DCHG_SPEC_LOW,HF_MISSING,hard_fail,soft_score,SP_IR_OUTLIER,SP_CE_SOFT,IR_proxy_threshold,Label,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,cycle_label_3class,cycle_label_3name,battery_label_3class,battery_label_3name,file,early1_missing,early1_V_mean,early1_V_min,early1_V_sag,early1_V_sag_ratio,early1_dvdt_mean,early1_dvdt_std,early1_I_mean,early1_I_std,early1_IR_early,early1_power_mean,early1_power_std,early1_energy_ws,early1_energy_per_I,early1_voltage_collapse_flag,early1_IR_high_flag,early1_dvdt_fluct_flag,early2_missing,early2_V_mean,early2_V_min,early2_V_sag,early2_V_sag_ratio,early2_dvdt_mean,early2_dvdt_std,early2_I_mean,early2_I_std,early2_IR_early,early2_power_mean,early2_power_std,early2_energy_ws,early2_energy_per_I,early2_voltage_collapse_flag,early2_IR_high_flag,early2_dvdt_fluct_flag,early5_missing,early5_V_mean,early5_V_min,early5_V_sag,early5_V_sag_ratio,early5_dvdt_mean,early5_dvdt_std,early5_I_mean,early5_I_std,early5_IR_early,early5_power_mean,early5_power_std,early5_energy_ws,early5_energy_per_I,early5_voltage_collapse_flag,early5_IR_high_flag,early5_dvdt_fluct_flag,early10_missing,early10_V_mean,early10_V_min,early10_V_sag,early10_V_sag_ratio,early10_dvdt_mean,early10_dvdt_std,early10_I_mean,early10_I_std,early10_IR_early,early10_power_mean,early10_power_std,early10_energy_ws,early10_energy_per_I,early10_voltage_collapse_flag,early10_IR_high_flag,early10_dvdt_fluct_flag,early20_missing,early20_V_mean,early20_V_min,early20_V_sag,early20_V_sag_ratio,early20_dvdt_mean,early20_dvdt_std,early20_I_mean,early20_I_std,early20_IR_early,early20_power_mean,early20_power_std,early20_energy_ws,early20_energy_per_I,early20_voltage_collapse_flag,early20_IR_high_flag,early20_dvdt_fluct_flag,early30_missing,early30_V_mean,early30_V_min,early30_V_sag,early30_V_sag_ratio,early30_dvdt_mean,early30_dvdt_std,early30_I_mean,early30_I_std,early30_IR_early,early30_power_mean,early30_power_std,early30_energy_ws,early30_energy_per_I,early30_voltage_collapse_flag,early30_IR_high_flag,early30_dvdt_fluct_flag,early50_missing,early50_V_mean,early50_V_min,early50_V_sag,early50_V_sag_ratio,early50_dvdt_mean,early50_dvdt_std,early50_I_mean,early50_I_std,early50_IR_early,early50_power_mean,early50_power_std,early50_energy_ws,early50_energy_per_I,early50_voltage_collapse_flag,early50_IR_high_flag,early50_dvdt_fluct_flag,early60_missing,early60_V_mean,early60_V_min,early60_V_sag,early60_V_sag_ratio,early60_dvdt_mean,early60_dvdt_std,early60_I_mean,early60_I_std,early60_IR_early,early60_power_mean,early60_power_std,early60_energy_ws,early60_energy_per_I,early60_voltage_collapse_flag,early60_IR_high_flag,early60_dvdt_fluct_flag
139,115.23,115.21,0.0029855,0.0029849,0.0115714,0.010307,0.999799029,0.422819686,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47858,3.002,0.9124,0.233088085,-0.001094548,0.00100768,-0.003938602,0.003024296,231.6558007,-0.014155611,0.011892579,0,0,1,1,0,0,3.47858,3.002,0.9124,0.233088085,-0.000486466,0.000864354,-0.003938602,0.003024296,231.6558007,-0.014155611,0.011892579,-0.01970638,-5.003394646,1,1,0,0,3.47858,3.002,0.9124,0.233088085,-0.000486466,0.000864354,-0.003938602,0.003024296,231.6558007,-0.014155611,0.011892579,-0.01970638,-5.003394646,1,1,0,0,3.47858,3.002,0.9124,0.233088085,-0.000486466,0.000864354,-0.003938602,0.003024296,231.6558007,-0.014155611,0.011892579,-0.01970638,-5.003394646,1,1,0,0,3.476926667,2.9868,0.9276,0.236971183,-0.000509553,0.003807706,-0.003938609,0.003024306,235.5146394,-0.014097805,0.011770971,-0.197692924,-50.19359389,1,1,1,0,3.470492,2.9469,0.9675,0.247164316,-0.000660989,0.00339586,-0.003938606,0.003024297,245.6452867,-0.013983604,0.011551608,-0.589068349,-149.5626496,1,1,1,0,3.4664,2.9275,0.9869,0.252120376,-0.000723233,0.003198232,-0.003938606,0.003024295,250.5709085,-0.013930197,0.011456582,-0.783978886,-199.0498547,1,1,1,0,3.462082857,2.9077,1.0067,0.257178623,-0.000760404,0.00301788,-0.003938605,0.003024294,255.5980837,-0.013879927,0.011370798,-0.977634879,-248.2185373,1,1,1
140,114.98,114.95,0.002979,0.0029782,0.0115464,0.0102799,0.999731454,0.424215719,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47604,3.0016,0.9103,0.232700222,-0.001112586,0.001025086,-0.003938666,0.003024293,231.1188611,-0.014144332,0.011884703,0,0,1,1,0,0,3.47604,3.0016,0.9103,0.232700222,-0.000494483,0.000879013,-0.003938666,0.003024293,231.1188611,-0.014144332,0.011884703,-0.019694911,-5.000401378,1,1,0,0,3.47604,3.0016,0.9103,0.232700222,-0.000494483,0.000879013,-0.003938666,0.003024293,231.1188611,-0.014144332,0.011884703,-0.019694911,-5.000401378,1,1,0,0,3.47604,3.0016,0.9103,0.232700222,-0.000494483,0.000879013,-0.003938666,0.003024293,231.1188611,-0.014144332,0.011884703,-0.019694911,-5.000401378,1,1,0,0,3.4744,2.9824,0.9295,0.237608323,-0.00051312,0.003835183,-0.003938674,0.003024304,235.9931287,-0.014086385,0.01176259,-0.197577226,-50.16338657,1,1,1,0,3.4679,2.942,0.9699,0.247935786,-0.00066807,0.003416335,-0.003938672,0.003024311,246.2505379,-0.0139717,0.01154249,-0.588715818,-149.4706536,1,1,1,0,3.46378,2.9223,0.9896,0.252971702,-0.000729437,0.003217368,-0.003938669,0.00302431,251.2523688,-0.013918063,0.01144715,-0.783498199,-198.9245942,1,1,1,0,3.459422857,2.9021,1.0098,0.258135433,-0.000767755,0.003036419,-0.003938667,0.003024309,256.3811471,-0.013867493,0.011361002,-0.97707327,-248.0720594,1,1,1
141,114.57,114.41,0.0029682,0.0029642,0.0115041,0.0102264,0.998652382,0.425813665,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47162,3.0022,0.9055,0.231721985,-0.001164873,0.001078136,-0.003938692,0.003024323,229.8986567,-0.014123416,0.011871187,0,0,1,1,0,0,3.47162,3.0022,0.9055,0.231721985,-0.000517721,0.000922852,-0.003938692,0.003024323,229.8986567,-0.014123416,0.011871187,-0.019675941,-4.99555209,1,1,0,0,3.47162,3.0022,0.9055,0.231721985,-0.000517721,0.000922852,-0.003938692,0.003024323,229.8986567,-0.014123416,0.011871187,-0.019675941,-4.99555209,1,1,0,0,3.47162,3.0022,0.9055,0.231721985,-0.000517721,0.000922852,-0.003938692,0.003024323,229.8986567,-0.014123416,0.011871187,-0.019675941,-4.99555209,1,1,0,0,3.46992,2.9733,0.9344,0.23911764,-0.000535202,0.003858299,-0.003938688,0.003024313,237.2363589,-0.014065059,0.011748406,-0.197384825,-50.11435902,1,1,1,0,3.463276,2.9316,0.9761,0.249788878,-0.000688034,0.003437982,-0.003938681,0.003024318,247.8240686,-0.013949451,0.011527201,-0.588133921,-149.3225501,1,1,1,0,3.45904,2.911,0.9967,0.255060522,-0.000752511,0.003240235,-0.00393868,0.003024322,253.0543014,-0.013895065,0.011431029,-0.782808595,-198.7489537,1,1,1,0,3.454548571,2.8898,1.0179,0.260485708,-0.00079273,0.003060354,-0.00393868,0.003024325,258.436818,-0.013843614,0.011343911,-0.976281441,-247.8701925,1,1,1
142,114.26,114.2,0.0029603,0.0029586,0.0114763,0.0102038,0.999425734,0.427874518,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.4693,3.0007,0.905,0.231712625,-0.001200743,0.00111583,-0.003938712,0.003024298,229.7705443,-0.014112393,0.011864447,0,0,1,1,0,0,3.4693,3.0007,0.905,0.231712625,-0.000533663,0.000953606,-0.003938712,0.003024298,229.7705443,-0.014112393,0.011864447,-0.019666294,-4.993077479,1,1,0,0,3.4693,3.0007,0.905,0.231712625,-0.000533663,0.000953606,-0.003938712,0.003024298,229.7705443,-0.014112393,0.011864447,-0.019666294,-4.993077479,1,1,0,0,3.4693,3.0007,0.905,0.231712625,-0.000533663,0.000953606,-0.003938712,0.003024298,229.7705443,-0.014112393,0.011864447,-0.019666294,-4.993077479,1,1,0,0,3.46754,2.9674,0.9383,0.240238626,-0.000552593,0.003872856,-0.003938714,0.003024325,238.2249638,-0.014053787,0.011741586,-0.197287844,-50.08940589,1,1,1,0,3.460772,2.9247,0.981,0.251171365,-0.000704429,0.003449558,-0.003938698,0.003024328,249.0671028,-0.013937552,0.011519989,-0.587850754,-149.2500348,1,1,1,0,3.456456667,2.9033,1.0024,0.256650536,-0.000769183,0.003252757,-0.003938693,0.003024325,254.5006681,-0.013882724,0.011423494,-0.782451607,-198.6576784,1,1,1,0,3.451871429,2.8814,1.0243,0.262257726,-0.000810774,0.003074102,-0.003938691,0.00302432,260.060992,-0.013830703,0.011335859,-0.975913539,-247.7760842,1,1,1
143,114.26,114.11,0.0029603,0.0029563,0.0114773,0.0101987,0.998648786,0.427254239,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47004,3.0013,0.9049,0.231657365,-0.001200591,0.001115954,-0.003938684,0.003024288,229.7467885,-0.014114819,0.011865744,0,0,1,1,0,0,3.47004,3.0013,0.9049,0.231657365,-0.000533596,0.000953623,-0.003938684,0.003024288,229.7467885,-0.014114819,0.011865744,-0.019669049,-4.993812386,1,1,0,0,3.47004,3.0013,0.9049,0.231657365,-0.000533596,0.000953623,-0.003938684,0.003024288,229.7467885,-0.014114819,0.011865744,-0.019669049,-4.993812386,1,1,0,0,3.47004,3.0013,0.9049,0.231657365,-0.000533596,0.000953623,-0.003938684,0.003024288,229.7467885,-0.014114819,0.011865744,-0.019669049,-4.993812386,1,1,0,0,3.468306667,2.9681,0.9381,0.240156674,-0.000549375,0.003865533,-0.003938689,0.003024302,238.1757177,-0.014056421,0.011743169,-0.197315771,-50.09681848,1,1,1,0,3.461576,2.9254,0.9808,0.251088014,-0.000700885,0.003444223,-0.003938692,0.00302431,249.0166533,-0.013940488,0.011521983,-0.587944375,-149.2740015,1,1,1,0,3.457286667,2.9042,1.002,0.256515283,-0.000765216,0.003247436,-0.003938693,0.003024308,254.3990901,-0.013885842,0.011425695,-0.782574346,-198.6888238,1,1,1,0,3.45272,2.8822,1.024,0.262147355,-0.00080739,0.003068416,-0.003938694,0.003024311,259.984636,-0.013834004,0.011338376,-0.976069211,-247.8154283,1,1,1
144,113.79,113.75,0.002948,0.002947,0.0114324,0.0101609,0.999660787,0.430139797,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.46646,2.9961,0.9071,0.232399057,-0.001227028,0.001142651,-0.003938736,0.003024358,230.3023102,-0.014100191,0.011856947,0,0,1,1,0,0,3.46646,2.9961,0.9071,0.232399057,-0.000545346,0.000975727,-0.003938736,0.003024358,230.3023102,-0.014100191,0.011856947,-0.019654544,-4.990063717,1,1,0,0,3.46646,2.9961,0.9071,0.232399057,-0.000545346,0.000975727,-0.003938736,0.003024358,230.3023102,-0.014100191,0.011856947,-0.019654544,-4.990063717,1,1,0,0,3.46646,2.9961,0.9071,0.232399057,-0.000545346,0.000975727,-0.003938736,0.003024358,230.3023102,-0.014100191,0.011856947,-0.019654544,-4.990063717,1,1,0,0,3.46468,2.9624,0.9408,0.241032999,-0.000562484,0.003884543,-0.003938739,0.003024358,238.8581928,-0.014041439,0.011733841,-0.197171819,-50.05963483,1,1,1,0,3.457848,2.9191,0.9841,0.25212646,-0.000713532,0.00346195,-0.003938734,0.003024357,249.8518813,-0.013924792,0.011511632,-0.587497306,-149.1589343,1,1,1,0,3.453476667,2.8974,1.0058,0.257686001,-0.000780165,0.003265699,-0.003938732,0.00302435,255.3613917,-0.013869588,0.011414626,-0.782039651,-198.551137,1,1,1,0,3.448834286,2.8749,1.0283,0.263450502,-0.000821905,0.003086856,-0.003938735,0.003024355,261.0736601,-0.013817212,0.011326617,-0.97536946,-247.6351988,1,1,1
145,114.23,114.34,0.0029596,0.0029624,0.0114769,0.0102163,1.000946074,0.429198621,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47032,3.0004,0.9035,0.231435231,-0.001167103,0.00107846,-0.00393868,0.003024298,229.3915728,-0.014114902,0.011858281,0,0,1,1,0,0,3.47032,3.0004,0.9035,0.231435231,-0.000518712,0.000923716,-0.00393868,0.003024298,229.3915728,-0.014114902,0.011858281,-0.019657207,-4.990810903,1,1,0,0,3.47032,3.0004,0.9035,0.231435231,-0.000518712,0.000923716,-0.00393868,0.003024298,229.3915728,-0.014114902,0.011858281,-0.019657207,-4.990810903,1,1,0,0,3.47032,3.0004,0.9035,0.231435231,-0.000518712,0.000923716,-0.00393868,0.003024298,229.3915728,-0.014114902,0.011858281,-0.019657207,-4.990810903,1,1,0,0,3.468653333,2.9729,0.931,0.238479469,-0.000531871,0.003861796,-0.003938678,0.003024299,236.3737274,-0.014056734,0.011735766,-0.197197644,-50.06696254,1,1,1,0,3.462116,2.9314,0.9725,0.249109864,-0.000681091,0.003437757,-0.00393866,0.003024289,246.9114112,-0.013941712,0.011515209,-0.587565085,-149.1789452,1,1,1,0,3.457933333,2.911,0.9929,0.254335408,-0.000744696,0.003240954,-0.003938659,0.003024285,252.090898,-0.013887584,0.011419233,-0.782080802,-198.5652651,1,1,1,0,3.45346,2.8898,1.0141,0.259765875,-0.000788123,0.003063132,-0.003938658,0.003024283,257.4734659,-0.013836137,0.011331937,-0.975553017,-247.686635,1,1,1
146,114.45,114.41,0.0029653,0.0029641,0.0114971,0.0102267,0.999595319,0.427025858,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47236,3.002,0.9039,0.231419135,-0.001158229,0.001070564,-0.003938648,0.003024312,229.4949942,-0.014122763,0.011864169,0,0,1,1,0,0,3.47236,3.002,0.9039,0.231419135,-0.000514769,0.00091685,-0.003938648,0.003024312,229.4949942,-0.014122763,0.011864169,-0.019667265,-4.993405142,1,1,0,0,3.47236,3.002,0.9039,0.231419135,-0.000514769,0.00091685,-0.003938648,0.003024312,229.4949942,-0.014122763,0.011864169,-0.019667265,-4.993405142,1,1,0,0,3.47236,3.002,0.9039,0.231419135,-0.000514769,0.00091685,-0.003938648,0.003024312,229.4949942,-0.014122763,0.011864169,-0.019667265,-4.993405142,1,1,0,0,3.470626667,2.9743,0.9316,0.238510971,-0.000537272,0.003849987,-0.003938657,0.003024323,236.5273039,-0.014064428,0.011741638,-0.197299172,-50.0930026,1,1,1,0,3.464028,2.9328,0.9731,0.249135923,-0.000684659,0.003424392,-0.003938666,0.003024323,247.0633458,-0.013949567,0.011521768,-0.587827716,-149.245383,1,1,1,0,3.459833333,2.9125,0.9934,0.254333188,-0.000747304,0.003227402,-0.003938665,0.003024321,252.2174605,-0.013895566,0.011426189,-0.782428309,-198.6531922,1,1,1,0,3.455357143,2.8915,1.0144,0.25970967,-0.000789759,0.003050213,-0.003938661,0.003024321,257.5494285,-0.013844254,0.011339232,-0.975975411,-247.7936805,1,1,1
147,114.29,114.34,0.002961,0.0029624,0.0114816,0.0102168,1.000472813,0.428783639,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47074,3.0004,0.9046,0.231651729,-0.001157497,0.001069566,-0.003938732,0.003024397,229.667822,-0.014116975,0.011862082,0,0,1,1,0,0,3.47074,3.0004,0.9046,0.231651729,-0.000514443,0.000916104,-0.003938732,0.003024397,229.667822,-0.014116975,0.011862082,-0.019662819,-4.992169737,1,1,0,0,3.47074,3.0004,0.9046,0.231651729,-0.000514443,0.000916104,-0.003938732,0.003024397,229.667822,-0.014116975,0.011862082,-0.019662819,-4.992169737,1,1,0,0,3.47074,3.0004,0.9046,0.231651729,-0.000514443,0.000916104,-0.003938732,0.003024397,229.667822,-0.014116975,0.011862082,-0.019662819,-4.992169737,1,1,0,0,3.468986667,2.9722,0.9328,0.238873239,-0.000539444,0.003861228,-0.003938717,0.003024375,236.8284086,-0.014058362,0.011738861,-0.197253284,-50.0805976,1,1,1,0,3.46238,2.9309,0.9741,0.249449424,-0.000684676,0.003435039,-0.003938707,0.003024368,247.3146519,-0.013943187,0.011518097,-0.587642318,-149.1967511,1,1,1,0,3.458173333,2.9106,0.9944,0.254647887,-0.000749042,0.003238789,-0.003938707,0.003024369,252.4686401,-0.013888984,0.011421984,-0.782218284,-198.5977337,1,1,1,0,3.4537,2.8899,1.0151,0.259948784,-0.000790065,0.003060593,-0.003938709,0.003024368,257.724013,-0.013837565,0.011334585,-0.975660342,-247.7106676,1,1,1
148,114.79,114.62,0.0029739,0.0029696,0.0115304,0.0102469,0.998554087,0.426598884,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47362,2.9998,0.9064,0.23204137,-0.00112385,0.001035632,-0.003938684,0.0030243,230.1276264,-0.014128293,0.01186491,0,0,1,1,0,0,3.47362,2.9998,0.9064,0.23204137,-0.000499489,0.000888,-0.003938684,0.0030243,230.1276264,-0.014128293,0.01186491,-0.019667622,-4.993450026,1,1,0,0,3.47362,2.9998,0.9064,0.23204137,-0.000499489,0.000888,-0.003938684,0.0030243,230.1276264,-0.014128293,0.01186491,-0.019667622,-4.993450026,1,1,0,0,3.47362,2.9998,0.9064,0.23204137,-0.000499489,0.000888,-0.003938684,0.0030243,230.1276264,-0.014128293,0.01186491,-0.019667622,-4.993450026,1,1,0,0,3.471933333,2.9778,0.9284,0.237673442,-0.000521894,0.003825032,-0.003938683,0.0030243,235.7133282,-0.014070348,0.011742944,-0.197299216,-50.09269151,1,1,1,0,3.4655,2.9376,0.9686,0.247964774,-0.000666938,0.003403329,-0.003938689,0.003024307,245.9194034,-0.013956569,0.0115242,-0.587840273,-149.2477072,1,1,1,0,3.461386667,2.9178,0.9884,0.253033639,-0.000730225,0.00320716,-0.003938688,0.003024305,250.9464868,-0.01390312,0.011429157,-0.782447273,-198.6568134,1,1,1,0,3.457011429,2.8975,1.0087,0.258230505,-0.00077078,0.003029732,-0.003938691,0.003024308,256.1003414,-0.01385249,0.011342873,-0.975928103,-247.7798357,1,1,1
149,114.4,114.36,0.0029638,0.0029629,0.0114922,0.0102204,0.999696336,0.428063799,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47116,2.9994,0.904,0.23159297,-0.001142069,0.001053711,-0.003938684,0.003024291,229.5182858,-0.014116626,0.011855863,0,0,1,1,0,0,3.47116,2.9994,0.904,0.23159297,-0.000507586,0.000903064,-0.003938684,0.003024291,229.5182858,-0.014116626,0.011855863,-0.01965443,-4.990100879,1,1,0,0,3.47116,2.9994,0.904,0.23159297,-0.000507586,0.000903064,-0.003938684,0.003024291,229.5182858,-0.014116626,0.011855863,-0.01965443,-4.990100879,1,1,0,0,3.47116,2.9994,0.904,0.23159297,-0.000507586,0.000903064,-0.003938684,0.003024291,229.5182858,-0.014116626,0.011855863,-0.01965443,-4.990100879,1,1,0,0,3.469486667,2.974,0.9294,0.238100118,-0.000525512,0.003833773,-0.003938671,0.00302428,235.9679391,-0.014058671,0.011733728,-0.197164847,-50.05872882,1,1,1,0,3.462988,2.9332,0.9702,0.248552544,-0.000673632,0.003410665,-0.003938665,0.003024271,246.327131,-0.013944535,0.01151457,-0.587434341,-149.1455534,1,1,1,0,3.458836667,2.9131,0.9903,0.253701901,-0.000737489,0.003214716,-0.003938655,0.003024272,251.4310301,-0.013890846,0.011419339,-0.781939255,-198.5295288,1,1,1,0,3.454414286,2.8926,1.0108,0.258953733,-0.000779034,0.003038166,-0.003938652,0.003024271,256.6360267,-0.013839883,0.011332665,-0.975356115,-247.637038,1,1,1
150,114.34,114.28,0.0029624,0.0029608,0.011487,0.0102123,0.999459897,0.4284301,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47054,2.9985,0.9051,0.231862896,-0.001149872,0.001061384,-0.003938718,0.003024329,229.7955832,-0.014114609,0.011856707,0,0,1,1,0,0,3.47054,2.9985,0.9051,0.231862896,-0.000511054,0.00090948,-0.003938718,0.003024329,229.7955832,-0.014114609,0.011856707,-0.019655102,-4.990228259,1,1,0,0,3.47054,2.9985,0.9051,0.231862896,-0.000511054,0.00090948,-0.003938718,0.003024329,229.7955832,-0.014114609,0.011856707,-0.019655102,-4.990228259,1,1,0,0,3.47054,2.9985,0.9051,0.231862896,-0.000511054,0.00090948,-0.003938718,0.003024329,229.7955832,-0.014114609,0.011856707,-0.019655102,-4.990228259,1,1,0,0,3.468766667,2.9714,0.9322,0.238805205,-0.000539646,0.003845987,-0.003938713,0.003024333,236.676275,-0.014056113,0.011733866,-0.197173829,-50.06046704,1,1,1,0,3.4622,2.9305,0.9731,0.249282713,-0.00068146,0.003419226,-0.003938699,0.003024323,247.0612884,-0.013941528,0.011514156,-0.587402417,-149.1361606,1,1,1,0,3.45803,2.9103,0.9933,0.254457424,-0.000743967,0.003221337,-0.003938703,0.003024323,252.1896167,-0.013887785,0.011418809,-0.78182211,-198.4973506,1,1,1,0,3.453585714,2.8897,1.0139,0.259734604,-0.000785442,0.003044778,-0.003938706,0.003024329,257.4195501,-0.013836703,0.011331987,-0.975261814,-247.6096829,1,1,1
151,114.26,114.22,0.0029602,0.0029591,0.0114784,0.0102064,0.999628403,0.428419001,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.4701,2.999,0.9034,0.231498565,-0.001151173,0.001062817,-0.00393866,0.003024314,229.3673483,-0.014111838,0.011852782,0,0,1,1,0,0,3.4701,2.999,0.9034,0.231498565,-0.000511632,0.000910629,-0.00393866,0.003024314,229.3673483,-0.014111838,0.011852782,-0.019649451,-4.98886707,1,1,0,0,3.4701,2.999,0.9034,0.231498565,-0.000511632,0.000910629,-0.00393866,0.003024314,229.3673483,-0.014111838,0.011852782,-0.019649451,-4.98886707,1,1,0,0,3.4701,2.999,0.9034,0.231498565,-0.000511632,0.000910629,-0.00393866,0.003024314,229.3673483,-0.014111838,0.011852782,-0.019649451,-4.98886707,1,1,0,0,3.468373333,2.9722,0.9302,0.238366134,-0.000534462,0.003839006,-0.003938668,0.003024323,236.1712132,-0.014053725,0.011730413,-0.197114545,-50.04599135,1,1,1,0,3.461808,2.9312,0.9712,0.248872489,-0.00068052,0.003416244,-0.003938659,0.003024308,246.5813997,-0.013939213,0.011510723,-0.587278969,-149.1063326,1,1,1,0,3.45764,2.9112,0.9912,0.25399754,-0.000742844,0.003220475,-0.003938657,0.003024309,251.6593854,-0.013885401,0.011415195,-0.781700245,-198.4687281,1,1,1,0,3.453185714,2.8904,1.012,0.259327593,-0.000785661,0.003044455,-0.003938651,0.0030243,256.9407741,-0.013834192,0.011328141,-0.975133427,-247.5805706,1,1,1
152,114.29,114.31,0.0029609,0.0029615,0.0114816,0.010214,1.000202641,0.428811968,FALSE,TRUE,FALSE,TRUE,100,TRUE,FALSE,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx,0,3.47038,2.9993,0.9035,0.231500461,-0.001151826,0.001063099,-0.003938732,0.003024356,229.3885443,-0.014113125,0.011854167,0,0,1,1,0,0,3.47038,2.9993,0.9035,0.231500461,-0.000511923,0.000910979,-0.003938732,0.003024356,229.3885443,-0.014113125,0.011854167,-0.019651987,-4.98941961,1,1,0,0,3.47038,2.9993,0.9035,0.231500461,-0.000511923,0.000910979,-0.003938732,0.003024356,229.3885443,-0.014113125,0.011854167,-0.019651987,-4.98941961,1,1,0,0,3.47038,2.9993,0.9035,0.231500461,-0.000511923,0.000910979,-0.003938732,0.003024356,229.3885443,-0.014113125,0.011854167,-0.019651987,-4.98941961,1,1,0,0,3.468673333,2.9721,0.9307,0.238469817,-0.000532268,0.003853807,-0.003938727,0.003024347,236.2946401,-0.01405487,0.01173135,-0.197141472,-50.05208237,1,1,1,0,3.462152,2.9312,0.9716,0.248949472,-0.000677989,0.003425778,-0.003938737,0.003024352,246.678047,-0.013940486,0.011511616,-0.587364715,-149.1251346,1,1,1,0,3.457986667,2.9109,0.9919,0.254150866,-0.00074144,0.00322835,-0.003938732,0.00302435,251.8322943,-0.013886647,0.011416071,-0.78181709,-198.4945978,1,1,1,0,3.45354,2.8902,1.0126,0.25945475,-0.000783875,0.003051555,-0.003938731,0.003024352,257.08787,-0.013835464,0.011329056,-0.975243109,-247.6033713,1,1,1
