Cycle,cycles,hard_fail_cnt,soft_fail_cnt,both_fail_cnt,pct_hard_fail,pct_soft_fail,pct_both_fail
625,16,16,16,16,100.0,100.0,100.0
626,16,16,16,16,100.0,100.0,100.0
627,16,16,16,16,100.0,100.0,100.0
628,16,16,16,16,100.0,100.0,100.0
629,16,16,16,16,100.0,100.0,100.0
630,16,16,16,16,100.0,100.0,100.0
631,16,16,16,16,100.0,100.0,100.0
632,16,16,16,16,100.0,100.0,100.0
633,16,16,16,16,100.0,100.0,100.0
634,16,16,16,16,100.0,100.0,100.0
635,16,16,16,16,100.0,100.0,100.0
636,16,16,16,16,100.0,100.0,100.0
637,16,16,16,16,100.0,100.0,100.0
638,16,16,16,16,100.0,100.0,100.0
639,16,16,16,16,100.0,100.0,100.0
640,16,16,16,16,100.0,100.0,100.0
641,16,16,16,16,100.0,100.0,100.0
642,16,16,16,16,100.0,100.0,100.0
643,16,16,16,16,100.0,100.0,100.0
644,16,16,16,16,100.0,100.0,100.0
645,16,16,16,16,100.0,100.0,100.0
646,16,16,16,16,100.0,100.0,100.0
647,16,16,16,16,100.0,100.0,100.0
648,16,16,16,16,100.0,100.0,100.0
649,16,16,16,16,100.0,100.0,100.0
650,16,16,16,16,100.0,100.0,100.0
651,16,16,16,16,100.0,100.0,100.0
652,16,16,16,16,100.0,100.0,100.0
653,16,16,16,16,100.0,100.0,100.0
654,16,16,16,16,100.0,100.0,100.0
655,16,16,16,16,100.0,100.0,100.0
656,16,16,16,16,100.0,100.0,100.0
657,16,16,16,16,100.0,100.0,100.0
658,16,16,16,16,100.0,100.0,100.0
659,16,16,16,16,100.0,100.0,100.0
660,16,16,16,16,100.0,100.0,100.0
661,16,16,16,16,100.0,100.0,100.0
662,16,16,16,16,100.0,100.0,100.0
663,16,16,16,16,100.0,100.0,100.0
664,16,16,16,16,100.0,100.0,100.0
665,16,16,16,16,100.0,100.0,100.0
666,16,16,16,16,100.0,100.0,100.0
667,16,16,16,16,100.0,100.0,100.0
668,16,16,16,16,100.0,100.0,100.0
669,16,16,16,16,100.0,100.0,100.0
670,16,16,16,16,100.0,100.0,100.0
671,16,16,16,16,100.0,100.0,100.0
672,16,16,16,16,100.0,100.0,100.0
673,16,16,16,16,100.0,100.0,100.0
674,16,16,16,16,100.0,100.0,100.0
675,16,16,16,16,100.0,100.0,100.0
676,16,16,16,16,100.0,100.0,100.0
677,16,16,16,16,100.0,100.0,100.0
678,16,16,16,16,100.0,100.0,100.0
679,16,16,16,16,100.0,100.0,100.0
680,16,16,16,16,100.0,100.0,100.0
681,16,16,16,16,100.0,100.0,100.0
682,16,16,16,16,100.0,100.0,100.0
683,16,16,16,16,100.0,100.0,100.0
684,16,16,16,16,100.0,100.0,100.0
685,16,16,16,16,100.0,100.0,100.0
686,16,16,16,16,100.0,100.0,100.0
687,16,16,16,16,100.0,100.0,100.0
688,16,16,16,16,100.0,100.0,100.0
689,16,16,16,16,100.0,100.0,100.0
690,16,16,16,16,100.0,100.0,100.0
691,16,16,16,16,100.0,100.0,100.0
692,16,16,16,16,100.0,100.0,100.0
693,16,16,16,16,100.0,100.0,100.0
694,16,16,16,16,100.0,100.0,100.0
695,16,16,16,16,100.0,100.0,100.0
696,16,16,16,16,100.0,100.0,100.0
697,16,16,16,16,100.0,100.0,100.0
698,16,16,16,16,100.0,100.0,100.0
699,16,16,16,16,100.0,100.0,100.0
700,16,16,16,16,100.0,100.0,100.0
701,16,16,16,16,100.0,100.0,100.0
702,16,16,16,16,100.0,100.0,100.0
703,16,16,16,16,100.0,100.0,100.0
704,16,16,16,16,100.0,100.0,100.0
705,16,16,16,16,100.0,100.0,100.0
706,16,16,16,16,100.0,100.0,100.0
707,16,16,16,16,100.0,100.0,100.0
708,16,16,16,16,100.0,100.0,100.0
709,16,16,16,16,100.0,100.0,100.0
710,16,16,16,16,100.0,100.0,100.0
711,16,16,16,16,100.0,100.0,100.0
712,16,16,16,16,100.0,100.0,100.0
713,16,16,16,16,100.0,100.0,100.0
714,16,16,16,16,100.0,100.0,100.0
715,16,16,16,16,100.0,100.0,100.0
716,16,16,16,16,100.0,100.0,100.0
717,16,16,16,16,100.0,100.0,100.0
718,16,16,16,16,100.0,100.0,100.0
719,16,16,16,16,100.0,100.0,100.0
720,16,16,16,16,100.0,100.0,100.0
721,16,16,16,16,100.0,100.0,100.0
722,16,16,16,16,100.0,100.0,100.0
723,16,16,16,16,100.0,100.0,100.0
724,16,16,16,16,100.0,100.0,100.0
725,16,16,16,16,100.0,100.0,100.0
726,16,16,16,16,100.0,100.0,100.0
727,16,16,16,16,100.0,100.0,100.0
728,16,16,16,16,100.0,100.0,100.0
729,16,16,16,16,100.0,100.0,100.0
730,16,16,16,16,100.0,100.0,100.0
731,16,16,16,16,100.0,100.0,100.0
732,16,16,16,16,100.0,100.0,100.0
733,16,16,16,16,100.0,100.0,100.0
734,16,16,16,16,100.0,100.0,100.0
735,16,16,16,16,100.0,100.0,100.0
736,16,16,16,16,100.0,100.0,100.0
737,16,16,16,16,100.0,100.0,100.0
738,16,16,16,16,100.0,100.0,100.0
739,16,16,16,16,100.0,100.0,100.0
740,16,16,16,16,100.0,100.0,100.0
741,16,16,16,16,100.0,100.0,100.0
742,16,16,16,16,100.0,100.0,100.0
743,16,16,16,16,100.0,100.0,100.0
744,16,16,16,16,100.0,100.0,100.0
745,16,16,16,16,100.0,100.0,100.0
746,16,16,16,16,100.0,100.0,100.0
747,16,16,16,16,100.0,100.0,100.0
748,16,16,16,16,100.0,100.0,100.0
749,16,16,16,16,100.0,100.0,100.0
750,16,16,16,16,100.0,100.0,100.0
751,16,16,16,16,100.0,100.0,100.0
752,16,16,16,16,100.0,100.0,100.0
753,16,16,16,16,100.0,100.0,100.0
754,16,16,16,16,100.0,100.0,100.0
755,16,16,16,16,100.0,100.0,100.0
756,16,16,16,16,100.0,100.0,100.0
757,16,16,16,16,100.0,100.0,100.0
758,16,16,16,16,100.0,100.0,100.0
759,16,16,16,16,100.0,100.0,100.0
760,16,16,16,16,100.0,100.0,100.0
761,16,16,16,16,100.0,100.0,100.0
762,16,16,16,16,100.0,100.0,100.0
763,16,16,16,16,100.0,100.0,100.0
764,16,16,16,16,100.0,100.0,100.0
765,16,16,16,16,100.0,100.0,100.0
766,16,16,16,16,100.0,100.0,100.0
767,16,16,16,16,100.0,100.0,100.0
768,16,16,16,16,100.0,100.0,100.0
769,16,16,16,16,100.0,100.0,100.0
770,16,16,16,16,100.0,100.0,100.0
771,16,16,16,16,100.0,100.0,100.0
772,16,16,16,16,100.0,100.0,100.0
773,16,16,16,16,100.0,100.0,100.0
774,16,16,16,16,100.0,100.0,100.0
775,16,16,16,16,100.0,100.0,100.0
776,16,16,16,16,100.0,100.0,100.0
777,16,16,16,16,100.0,100.0,100.0
778,16,16,16,16,100.0,100.0,100.0
779,16,16,16,16,100.0,100.0,100.0
780,16,16,16,16,100.0,100.0,100.0
781,16,16,16,16,100.0,100.0,100.0
782,16,16,16,16,100.0,100.0,100.0
783,16,16,16,16,100.0,100.0,100.0
784,16,16,16,16,100.0,100.0,100.0
785,16,16,16,16,100.0,100.0,100.0
786,16,16,16,16,100.0,100.0,100.0
787,16,16,16,16,100.0,100.0,100.0
788,16,16,16,16,100.0,100.0,100.0
789,16,16,16,16,100.0,100.0,100.0
790,16,16,16,16,100.0,100.0,100.0
791,16,16,16,16,100.0,100.0,100.0
792,16,16,16,16,100.0,100.0,100.0
793,16,16,16,16,100.0,100.0,100.0
794,16,16,16,16,100.0,100.0,100.0
795,16,16,16,16,100.0,100.0,100.0
796,16,16,16,16,100.0,100.0,100.0
797,16,16,16,16,100.0,100.0,100.0
798,16,16,16,16,100.0,100.0,100.0
799,16,16,16,16,100.0,100.0,100.0
800,16,16,16,16,100.0,100.0,100.0
801,16,16,16,16,100.0,100.0,100.0
802,16,16,16,16,100.0,100.0,100.0
803,16,16,16,16,100.0,100.0,100.0
804,16,16,16,16,100.0,100.0,100.0
805,16,16,16,16,100.0,100.0,100.0
806,16,16,16,16,100.0,100.0,100.0
807,16,16,16,16,100.0,100.0,100.0
808,16,16,16,16,100.0,100.0,100.0
809,16,16,16,16,100.0,100.0,100.0
810,16,16,16,16,100.0,100.0,100.0
811,16,16,16,16,100.0,100.0,100.0
812,16,16,16,16,100.0,100.0,100.0
813,16,15,16,15,93.75,100.0,93.75
814,16,15,13,13,93.75,81.25,81.25
815,9,9,9,9,100.0,100.0,100.0
816,9,9,9,9,100.0,100.0,100.0
817,9,9,9,9,100.0,100.0,100.0
818,9,9,9,9,100.0,100.0,100.0
819,9,9,9,9,100.0,100.0,100.0
820,9,9,9,9,100.0,100.0,100.0
821,9,9,9,9,100.0,100.0,100.0
822,9,9,9,9,100.0,100.0,100.0
823,9,9,9,9,100.0,100.0,100.0
824,9,9,9,9,100.0,100.0,100.0
825,9,9,9,9,100.0,100.0,100.0
826,9,9,9,9,100.0,100.0,100.0
827,9,9,9,9,100.0,100.0,100.0
828,9,9,9,9,100.0,100.0,100.0
829,9,9,9,9,100.0,100.0,100.0
830,9,9,9,9,100.0,100.0,100.0
831,9,9,9,9,100.0,100.0,100.0
832,9,9,9,9,100.0,100.0,100.0
833,9,9,9,9,100.0,100.0,100.0
834,9,9,9,9,100.0,100.0,100.0
835,9,9,9,9,100.0,100.0,100.0
836,9,9,9,9,100.0,100.0,100.0
837,9,9,9,9,100.0,100.0,100.0
838,9,9,9,9,100.0,100.0,100.0
839,9,9,9,9,100.0,100.0,100.0
840,9,9,9,9,100.0,100.0,100.0
841,9,9,9,9,100.0,100.0,100.0
842,9,9,9,9,100.0,100.0,100.0
843,9,9,9,9,100.0,100.0,100.0
844,9,9,9,9,100.0,100.0,100.0
845,9,9,9,9,100.0,100.0,100.0
846,9,9,9,9,100.0,100.0,100.0
847,9,9,9,9,100.0,100.0,100.0
848,9,9,9,9,100.0,100.0,100.0
849,9,9,9,9,100.0,100.0,100.0
850,9,9,9,9,100.0,100.0,100.0
851,9,9,9,9,100.0,100.0,100.0
852,9,9,9,9,100.0,100.0,100.0
853,9,9,9,9,100.0,100.0,100.0
854,9,9,9,9,100.0,100.0,100.0
855,9,9,9,9,100.0,100.0,100.0
856,9,9,9,9,100.0,100.0,100.0
857,9,9,9,9,100.0,100.0,100.0
858,9,9,9,9,100.0,100.0,100.0
859,9,9,9,9,100.0,100.0,100.0
860,9,9,9,9,100.0,100.0,100.0
861,9,9,9,9,100.0,100.0,100.0
862,9,9,9,9,100.0,100.0,100.0
863,9,9,9,9,100.0,100.0,100.0
864,9,9,9,9,100.0,100.0,100.0
865,9,9,9,9,100.0,100.0,100.0
866,9,9,9,9,100.0,100.0,100.0
867,9,9,9,9,100.0,100.0,100.0
868,9,9,9,9,100.0,100.0,100.0
869,9,9,9,9,100.0,100.0,100.0
870,9,9,9,9,100.0,100.0,100.0
871,9,9,9,9,100.0,100.0,100.0
872,9,9,9,9,100.0,100.0,100.0
873,9,9,9,9,100.0,100.0,100.0
874,9,9,9,9,100.0,100.0,100.0
875,9,9,9,9,100.0,100.0,100.0
876,9,9,9,9,100.0,100.0,100.0
877,9,9,9,9,100.0,100.0,100.0
878,9,9,9,9,100.0,100.0,100.0
879,9,9,9,9,100.0,100.0,100.0
880,9,9,9,9,100.0,100.0,100.0
881,9,9,9,9,100.0,100.0,100.0
882,9,9,9,9,100.0,100.0,100.0
883,9,9,9,9,100.0,100.0,100.0
884,9,9,9,9,100.0,100.0,100.0
885,9,9,9,9,100.0,100.0,100.0
886,9,9,9,9,100.0,100.0,100.0
887,9,9,9,9,100.0,100.0,100.0
888,9,9,9,9,100.0,100.0,100.0
889,9,9,9,9,100.0,100.0,100.0
890,9,9,9,9,100.0,100.0,100.0
891,9,9,9,9,100.0,100.0,100.0
892,9,9,9,9,100.0,100.0,100.0
893,9,9,9,9,100.0,100.0,100.0
894,9,9,9,9,100.0,100.0,100.0
895,9,9,9,9,100.0,100.0,100.0
896,9,9,9,9,100.0,100.0,100.0
897,9,9,9,9,100.0,100.0,100.0
898,9,9,9,9,100.0,100.0,100.0
899,9,9,9,9,100.0,100.0,100.0
900,9,9,9,9,100.0,100.0,100.0
901,9,9,9,9,100.0,100.0,100.0
902,9,9,9,9,100.0,100.0,100.0
903,9,9,9,9,100.0,100.0,100.0
904,9,9,9,9,100.0,100.0,100.0
905,9,9,9,9,100.0,100.0,100.0
906,9,9,9,9,100.0,100.0,100.0
907,9,9,9,9,100.0,100.0,100.0
908,9,9,9,9,100.0,100.0,100.0
909,9,9,9,9,100.0,100.0,100.0
910,9,9,9,9,100.0,100.0,100.0
911,9,9,9,9,100.0,100.0,100.0
912,9,9,9,9,100.0,100.0,100.0
913,9,9,9,9,100.0,100.0,100.0
914,9,9,9,9,100.0,100.0,100.0
915,9,9,9,9,100.0,100.0,100.0
916,9,9,9,9,100.0,100.0,100.0
917,9,9,9,9,100.0,100.0,100.0
918,9,9,9,9,100.0,100.0,100.0
919,9,9,9,9,100.0,100.0,100.0
920,9,9,9,9,100.0,100.0,100.0
921,9,9,9,9,100.0,100.0,100.0
922,9,9,9,9,100.0,100.0,100.0
923,9,9,9,9,100.0,100.0,100.0
924,9,9,9,9,100.0,100.0,100.0
925,9,9,9,9,100.0,100.0,100.0
926,9,9,9,9,100.0,100.0,100.0
927,9,9,9,9,100.0,100.0,100.0
928,9,9,9,9,100.0,100.0,100.0
929,9,9,9,9,100.0,100.0,100.0
930,9,9,9,9,100.0,100.0,100.0
931,9,9,9,9,100.0,100.0,100.0
932,9,9,9,9,100.0,100.0,100.0
933,9,9,9,9,100.0,100.0,100.0
934,9,9,9,9,100.0,100.0,100.0
935,9,9,9,9,100.0,100.0,100.0
936,9,9,9,9,100.0,100.0,100.0
937,9,9,9,9,100.0,100.0,100.0
938,9,9,9,9,100.0,100.0,100.0
939,9,9,9,9,100.0,100.0,100.0
940,9,9,9,9,100.0,100.0,100.0
941,9,9,9,9,100.0,100.0,100.0
942,9,9,9,9,100.0,100.0,100.0
943,9,9,9,9,100.0,100.0,100.0
944,9,9,9,9,100.0,100.0,100.0
945,9,9,9,9,100.0,100.0,100.0
946,9,9,9,9,100.0,100.0,100.0
947,9,9,9,9,100.0,100.0,100.0
948,9,9,9,9,100.0,100.0,100.0
949,9,9,9,9,100.0,100.0,100.0
950,9,9,9,9,100.0,100.0,100.0
951,9,9,9,9,100.0,100.0,100.0
952,9,9,9,9,100.0,100.0,100.0
953,9,9,9,9,100.0,100.0,100.0
954,9,9,9,9,100.0,100.0,100.0
955,9,9,9,9,100.0,100.0,100.0
956,9,9,9,9,100.0,100.0,100.0
957,9,9,9,9,100.0,100.0,100.0
958,9,9,9,9,100.0,100.0,100.0
959,9,9,9,9,100.0,100.0,100.0
960,9,9,9,9,100.0,100.0,100.0
961,9,9,9,9,100.0,100.0,100.0
962,9,9,9,9,100.0,100.0,100.0
963,9,9,9,9,100.0,100.0,100.0
964,9,9,9,9,100.0,100.0,100.0
965,9,9,9,9,100.0,100.0,100.0
966,9,9,9,9,100.0,100.0,100.0
967,9,9,9,9,100.0,100.0,100.0
968,9,9,9,9,100.0,100.0,100.0
969,9,9,9,9,100.0,100.0,100.0
970,9,9,9,9,100.0,100.0,100.0
971,9,9,9,9,100.0,100.0,100.0
972,9,9,9,9,100.0,100.0,100.0
973,9,9,9,9,100.0,100.0,100.0
974,9,9,9,9,100.0,100.0,100.0
975,9,9,9,9,100.0,100.0,100.0
976,9,9,9,9,100.0,100.0,100.0
977,9,9,9,9,100.0,100.0,100.0
978,9,9,9,9,100.0,100.0,100.0
979,9,9,9,9,100.0,100.0,100.0
980,9,9,9,9,100.0,100.0,100.0
981,9,9,9,9,100.0,100.0,100.0
982,9,9,9,9,100.0,100.0,100.0
983,9,9,9,9,100.0,100.0,100.0
984,9,9,9,9,100.0,100.0,100.0
985,9,9,9,9,100.0,100.0,100.0
986,9,9,9,9,100.0,100.0,100.0
987,9,9,9,9,100.0,100.0,100.0
988,9,9,9,9,100.0,100.0,100.0
989,9,9,9,9,100.0,100.0,100.0
990,9,9,9,9,100.0,100.0,100.0
991,9,9,9,9,100.0,100.0,100.0
992,9,9,9,9,100.0,100.0,100.0
993,9,9,9,9,100.0,100.0,100.0
994,9,9,9,9,100.0,100.0,100.0
995,9,9,9,9,100.0,100.0,100.0
996,9,9,9,9,100.0,100.0,100.0
997,9,9,9,9,100.0,100.0,100.0
998,9,9,9,9,100.0,100.0,100.0
999,9,9,9,9,100.0,100.0,100.0
1000,9,9,9,9,100.0,100.0,100.0
1001,9,9,9,9,100.0,100.0,100.0
1002,9,9,9,9,100.0,100.0,100.0
1003,9,9,9,9,100.0,100.0,100.0
1004,9,9,9,9,100.0,100.0,100.0
1005,9,9,9,9,100.0,100.0,100.0
1006,9,9,9,9,100.0,100.0,100.0
1007,9,9,9,9,100.0,100.0,100.0
1008,9,9,9,9,100.0,100.0,100.0
1009,9,9,9,9,100.0,100.0,100.0
1010,9,9,9,9,100.0,100.0,100.0
1011,9,9,9,9,100.0,100.0,100.0
1012,9,9,9,9,100.0,100.0,100.0
1013,9,9,9,9,100.0,100.0,100.0
1014,9,9,9,9,100.0,100.0,100.0
1015,9,9,9,9,100.0,100.0,100.0
1016,9,9,9,9,100.0,100.0,100.0
1017,9,9,9,9,100.0,100.0,100.0
1018,9,9,9,9,100.0,100.0,100.0
1019,9,9,9,9,100.0,100.0,100.0
1020,9,9,9,9,100.0,100.0,100.0
1021,9,9,9,9,100.0,100.0,100.0
1022,9,9,9,9,100.0,100.0,100.0
1023,9,9,9,9,100.0,100.0,100.0
1024,9,9,9,9,100.0,100.0,100.0
1025,9,9,9,9,100.0,100.0,100.0
1026,9,9,9,9,100.0,100.0,100.0
1027,9,9,9,9,100.0,100.0,100.0
1028,9,9,9,9,100.0,100.0,100.0
1029,9,9,9,9,100.0,100.0,100.0
1030,9,9,9,9,100.0,100.0,100.0
1031,9,9,9,9,100.0,100.0,100.0
1032,9,9,9,9,100.0,100.0,100.0
1033,9,9,9,9,100.0,100.0,100.0
1034,9,9,9,9,100.0,100.0,100.0
1035,9,9,9,9,100.0,100.0,100.0
1036,9,9,9,9,100.0,100.0,100.0
1037,9,9,9,9,100.0,100.0,100.0
1038,9,9,9,9,100.0,100.0,100.0
1039,9,9,9,9,100.0,100.0,100.0
1040,9,9,9,9,100.0,100.0,100.0
1041,9,9,9,9,100.0,100.0,100.0
1042,9,9,9,9,100.0,100.0,100.0
1043,9,9,9,9,100.0,100.0,100.0
1044,9,9,9,9,100.0,100.0,100.0
1045,9,9,9,9,100.0,100.0,100.0
1046,9,9,9,9,100.0,100.0,100.0
1047,9,9,9,9,100.0,100.0,100.0
1048,9,9,9,9,100.0,100.0,100.0
1049,9,9,9,9,100.0,100.0,100.0
1050,9,9,9,9,100.0,100.0,100.0
1051,9,9,9,9,100.0,100.0,100.0
1052,9,9,9,9,100.0,100.0,100.0
1053,9,9,9,9,100.0,100.0,100.0
1054,8,8,8,8,100.0,100.0,100.0
1055,8,8,8,8,100.0,100.0,100.0
1056,8,8,8,8,100.0,100.0,100.0
1057,8,8,8,8,100.0,100.0,100.0
1058,8,8,8,8,100.0,100.0,100.0
1059,8,8,8,8,100.0,100.0,100.0
1060,8,8,8,8,100.0,100.0,100.0
1061,8,8,8,8,100.0,100.0,100.0
1062,8,8,8,8,100.0,100.0,100.0
1063,8,8,8,8,100.0,100.0,100.0
1064,8,8,8,8,100.0,100.0,100.0
1065,8,8,8,8,100.0,100.0,100.0
1066,8,8,8,8,100.0,100.0,100.0
1067,8,8,8,8,100.0,100.0,100.0
1068,8,8,8,8,100.0,100.0,100.0
1069,8,8,8,8,100.0,100.0,100.0
1070,8,8,8,8,100.0,100.0,100.0
1071,8,8,8,8,100.0,100.0,100.0
1072,8,8,8,8,100.0,100.0,100.0
1073,8,8,8,8,100.0,100.0,100.0
1074,8,8,8,8,100.0,100.0,100.0
1075,8,8,8,8,100.0,100.0,100.0
1076,8,8,8,8,100.0,100.0,100.0
1077,8,8,8,8,100.0,100.0,100.0
1078,8,8,8,8,100.0,100.0,100.0
1079,8,8,8,8,100.0,100.0,100.0
1080,8,8,8,8,100.0,100.0,100.0
1081,8,8,8,8,100.0,100.0,100.0
1082,8,8,8,8,100.0,100.0,100.0
1083,8,8,8,8,100.0,100.0,100.0
1084,8,8,8,8,100.0,100.0,100.0
1085,8,8,8,8,100.0,100.0,100.0
1086,8,8,8,8,100.0,100.0,100.0
1087,8,8,8,8,100.0,100.0,100.0
1088,8,8,8,8,100.0,100.0,100.0
1089,8,8,8,8,100.0,100.0,100.0
1090,8,8,8,8,100.0,100.0,100.0
1091,8,8,8,8,100.0,100.0,100.0
1092,8,8,8,8,100.0,100.0,100.0
1093,8,8,8,8,100.0,100.0,100.0
1094,8,8,8,8,100.0,100.0,100.0
1095,8,8,8,8,100.0,100.0,100.0
1096,8,8,8,8,100.0,100.0,100.0
1097,8,8,8,8,100.0,100.0,100.0
1098,8,8,8,8,100.0,100.0,100.0
1099,8,8,8,8,100.0,100.0,100.0
1100,8,8,8,8,100.0,100.0,100.0
1101,8,8,8,8,100.0,100.0,100.0
1102,8,8,8,8,100.0,100.0,100.0
1103,8,8,8,8,100.0,100.0,100.0
1104,8,8,8,8,100.0,100.0,100.0
1105,8,8,8,8,100.0,100.0,100.0
1106,8,8,8,8,100.0,100.0,100.0
1107,8,8,8,8,100.0,100.0,100.0
1108,8,8,8,8,100.0,100.0,100.0
1109,8,8,8,8,100.0,100.0,100.0
1110,8,8,8,8,100.0,100.0,100.0
1111,8,8,8,8,100.0,100.0,100.0
1112,8,8,8,8,100.0,100.0,100.0
1113,8,8,8,8,100.0,100.0,100.0
1114,8,8,8,8,100.0,100.0,100.0
1115,8,8,8,8,100.0,100.0,100.0
1116,8,8,8,8,100.0,100.0,100.0
1117,8,8,8,8,100.0,100.0,100.0
1118,8,8,8,8,100.0,100.0,100.0
1119,8,8,8,8,100.0,100.0,100.0
1120,8,8,8,8,100.0,100.0,100.0
1121,8,8,8,8,100.0,100.0,100.0
1122,8,8,8,8,100.0,100.0,100.0
1123,8,8,8,8,100.0,100.0,100.0
1124,8,8,8,8,100.0,100.0,100.0
1125,8,8,8,8,100.0,100.0,100.0
1126,8,8,8,8,100.0,100.0,100.0
1127,8,8,8,8,100.0,100.0,100.0
1128,8,8,8,8,100.0,100.0,100.0
1129,8,8,8,8,100.0,100.0,100.0
1130,8,8,8,8,100.0,100.0,100.0
1131,8,8,8,8,100.0,100.0,100.0
1132,8,8,8,8,100.0,100.0,100.0
1133,8,8,8,8,100.0,100.0,100.0
1134,8,8,8,8,100.0,100.0,100.0
1135,8,8,8,8,100.0,100.0,100.0
1136,8,8,8,8,100.0,100.0,100.0
1137,8,8,8,8,100.0,100.0,100.0
1138,8,8,8,8,100.0,100.0,100.0
1139,8,8,8,8,100.0,100.0,100.0
1140,8,8,8,8,100.0,100.0,100.0
1141,8,8,8,8,100.0,100.0,100.0
1142,8,8,8,8,100.0,100.0,100.0
1143,8,8,8,8,100.0,100.0,100.0
1144,8,8,8,8,100.0,100.0,100.0
1145,8,8,8,8,100.0,100.0,100.0
1146,8,8,8,8,100.0,100.0,100.0
1147,8,8,8,8,100.0,100.0,100.0
1148,8,8,8,8,100.0,100.0,100.0
1149,8,8,8,8,100.0,100.0,100.0
1150,8,8,8,8,100.0,100.0,100.0
1151,8,8,8,8,100.0,100.0,100.0
1152,8,8,8,8,100.0,100.0,100.0
1153,8,8,8,8,100.0,100.0,100.0
1154,8,8,8,8,100.0,100.0,100.0
1155,8,8,8,8,100.0,100.0,100.0
1156,8,8,8,8,100.0,100.0,100.0
1157,8,8,8,8,100.0,100.0,100.0
1158,8,8,8,8,100.0,100.0,100.0
1159,8,8,8,8,100.0,100.0,100.0
1160,8,8,8,8,100.0,100.0,100.0
1161,8,8,8,8,100.0,100.0,100.0
1162,8,8,8,8,100.0,100.0,100.0
1163,8,8,8,8,100.0,100.0,100.0
1164,8,8,8,8,100.0,100.0,100.0
1165,8,8,8,8,100.0,100.0,100.0
1166,8,8,8,8,100.0,100.0,100.0
1167,8,8,8,8,100.0,100.0,100.0
1168,8,8,8,8,100.0,100.0,100.0
1169,8,8,8,8,100.0,100.0,100.0
1170,8,8,8,8,100.0,100.0,100.0
1171,8,8,8,8,100.0,100.0,100.0
1172,8,8,8,8,100.0,100.0,100.0
1173,8,8,8,8,100.0,100.0,100.0
1174,8,8,8,8,100.0,100.0,100.0
1175,8,8,8,8,100.0,100.0,100.0
1176,8,8,8,8,100.0,100.0,100.0
1177,8,8,8,8,100.0,100.0,100.0
1178,8,8,8,8,100.0,100.0,100.0
1179,8,8,8,8,100.0,100.0,100.0
1180,8,8,8,8,100.0,100.0,100.0
1181,8,8,8,8,100.0,100.0,100.0
1182,8,8,8,8,100.0,100.0,100.0
1183,8,8,8,8,100.0,100.0,100.0
1184,8,8,8,8,100.0,100.0,100.0
1185,8,8,8,8,100.0,100.0,100.0
1186,8,8,8,8,100.0,100.0,100.0
1187,8,8,8,8,100.0,100.0,100.0
1188,8,8,8,8,100.0,100.0,100.0
1189,8,8,8,8,100.0,100.0,100.0
1190,8,8,8,8,100.0,100.0,100.0
1191,8,8,8,8,100.0,100.0,100.0
1192,8,8,8,8,100.0,100.0,100.0
1193,8,8,8,8,100.0,100.0,100.0
1194,8,8,8,8,100.0,100.0,100.0
1195,8,8,8,8,100.0,100.0,100.0
1196,8,8,8,8,100.0,100.0,100.0
1197,8,8,8,8,100.0,100.0,100.0
1198,8,8,8,8,100.0,100.0,100.0
1199,8,8,8,8,100.0,100.0,100.0
1200,8,8,8,8,100.0,100.0,100.0
1201,8,8,8,8,100.0,100.0,100.0
1202,8,8,8,8,100.0,100.0,100.0
1203,8,8,8,8,100.0,100.0,100.0
1204,8,8,8,8,100.0,100.0,100.0
1205,8,8,8,8,100.0,100.0,100.0
1206,8,8,8,8,100.0,100.0,100.0
1207,8,8,8,8,100.0,100.0,100.0
1208,8,8,8,8,100.0,100.0,100.0
1209,8,8,8,8,100.0,100.0,100.0
1210,8,8,8,8,100.0,100.0,100.0
1211,8,8,8,8,100.0,100.0,100.0
1212,8,8,8,8,100.0,100.0,100.0
1213,8,8,8,8,100.0,100.0,100.0
1214,8,8,8,8,100.0,100.0,100.0
1215,8,8,8,8,100.0,100.0,100.0
1216,8,8,8,8,100.0,100.0,100.0
1217,8,8,8,8,100.0,100.0,100.0
1218,8,8,8,8,100.0,100.0,100.0
1219,8,8,8,8,100.0,100.0,100.0
1220,8,8,8,8,100.0,100.0,100.0
1221,8,8,8,8,100.0,100.0,100.0
1222,8,8,8,8,100.0,100.0,100.0
1223,8,8,8,8,100.0,100.0,100.0
1224,8,8,8,8,100.0,100.0,100.0
1225,8,8,8,8,100.0,100.0,100.0
1226,8,8,8,8,100.0,100.0,100.0
1227,8,8,8,8,100.0,100.0,100.0
1228,8,8,8,8,100.0,100.0,100.0
1229,8,8,8,8,100.0,100.0,100.0
1230,8,8,8,8,100.0,100.0,100.0
1231,8,8,8,8,100.0,100.0,100.0
1232,8,8,8,8,100.0,100.0,100.0
1233,8,8,8,8,100.0,100.0,100.0
1234,8,8,8,8,100.0,100.0,100.0
1235,8,8,8,8,100.0,100.0,100.0
1236,8,8,8,8,100.0,100.0,100.0
1237,8,8,8,8,100.0,100.0,100.0
1238,8,8,8,8,100.0,100.0,100.0
1239,8,8,8,8,100.0,100.0,100.0
1240,8,8,8,8,100.0,100.0,100.0
1241,8,8,8,8,100.0,100.0,100.0
1242,8,8,8,8,100.0,100.0,100.0
1243,8,8,8,8,100.0,100.0,100.0
1244,8,8,8,8,100.0,100.0,100.0
1245,8,8,8,8,100.0,100.0,100.0
1246,8,8,8,8,100.0,100.0,100.0
