Cycle,cycles,hard_fail_cnt,soft_fail_cnt,both_fail_cnt,pct_hard_fail,pct_soft_fail,pct_both_fail
1852,7,7,7,7,100.0,100.0,100.0
1853,7,7,7,7,100.0,100.0,100.0
1854,7,7,7,7,100.0,100.0,100.0
1855,7,7,7,7,100.0,100.0,100.0
1856,7,7,7,7,100.0,100.0,100.0
1857,7,7,7,7,100.0,100.0,100.0
1858,7,7,7,7,100.0,100.0,100.0
1859,7,7,7,7,100.0,100.0,100.0
1860,7,7,7,7,100.0,100.0,100.0
1861,7,7,7,7,100.0,100.0,100.0
1862,7,7,7,7,100.0,100.0,100.0
1863,7,7,7,7,100.0,100.0,100.0
1864,7,7,7,7,100.0,100.0,100.0
1865,7,7,7,7,100.0,100.0,100.0
1866,7,7,7,7,100.0,100.0,100.0
1867,7,7,7,7,100.0,100.0,100.0
1868,7,7,7,7,100.0,100.0,100.0
1869,7,7,7,7,100.0,100.0,100.0
1870,7,7,7,7,100.0,100.0,100.0
1871,7,7,7,7,100.0,100.0,100.0
1872,7,7,7,7,100.0,100.0,100.0
1873,7,7,7,7,100.0,100.0,100.0
1874,7,7,7,7,100.0,100.0,100.0
1875,7,7,7,7,100.0,100.0,100.0
1876,7,7,7,7,100.0,100.0,100.0
1877,7,7,7,7,100.0,100.0,100.0
1878,7,7,7,7,100.0,100.0,100.0
1879,7,7,7,7,100.0,100.0,100.0
1880,7,7,7,7,100.0,100.0,100.0
1881,7,7,7,7,100.0,100.0,100.0
1882,7,7,7,7,100.0,100.0,100.0
1883,7,7,7,7,100.0,100.0,100.0
1884,7,7,7,7,100.0,100.0,100.0
1885,7,7,7,7,100.0,100.0,100.0
1886,7,7,7,7,100.0,100.0,100.0
1887,7,7,7,7,100.0,100.0,100.0
1888,7,7,7,7,100.0,100.0,100.0
1889,7,7,7,7,100.0,100.0,100.0
1890,7,7,7,7,100.0,100.0,100.0
1891,7,7,7,7,100.0,100.0,100.0
1892,7,7,7,7,100.0,100.0,100.0
1893,7,7,7,7,100.0,100.0,100.0
1894,7,7,7,7,100.0,100.0,100.0
1895,7,7,7,7,100.0,100.0,100.0
1896,7,7,7,7,100.0,100.0,100.0
1897,7,7,7,7,100.0,100.0,100.0
1898,7,7,7,7,100.0,100.0,100.0
1899,7,7,7,7,100.0,100.0,100.0
1900,7,7,7,7,100.0,100.0,100.0
1901,7,7,7,7,100.0,100.0,100.0
1902,7,7,7,7,100.0,100.0,100.0
1903,7,7,7,7,100.0,100.0,100.0
1904,7,7,7,7,100.0,100.0,100.0
1905,7,7,7,7,100.0,100.0,100.0
1906,7,7,7,7,100.0,100.0,100.0
1907,7,7,7,7,100.0,100.0,100.0
1908,7,7,7,7,100.0,100.0,100.0
1909,7,7,7,7,100.0,100.0,100.0
1910,7,7,7,7,100.0,100.0,100.0
1911,7,7,7,7,100.0,100.0,100.0
1912,7,7,7,7,100.0,100.0,100.0
1913,7,7,7,7,100.0,100.0,100.0
1914,7,7,7,7,100.0,100.0,100.0
1915,7,7,7,7,100.0,100.0,100.0
1916,7,7,7,7,100.0,100.0,100.0
1917,7,7,7,7,100.0,100.0,100.0
1918,7,7,7,7,100.0,100.0,100.0
1919,7,7,7,7,100.0,100.0,100.0
1920,7,7,7,7,100.0,100.0,100.0
1921,7,7,7,7,100.0,100.0,100.0
1922,7,7,7,7,100.0,100.0,100.0
1923,7,7,7,7,100.0,100.0,100.0
1924,7,7,7,7,100.0,100.0,100.0
1925,7,7,7,7,100.0,100.0,100.0
1926,7,7,7,7,100.0,100.0,100.0
1927,7,7,7,7,100.0,100.0,100.0
1928,7,7,7,7,100.0,100.0,100.0
1929,7,7,7,7,100.0,100.0,100.0
1930,7,7,7,7,100.0,100.0,100.0
1931,7,7,7,7,100.0,100.0,100.0
1932,7,7,7,7,100.0,100.0,100.0
1933,7,7,7,7,100.0,100.0,100.0
1934,7,7,7,7,100.0,100.0,100.0
1935,7,7,7,7,100.0,100.0,100.0
1936,7,7,7,7,100.0,100.0,100.0
1937,7,7,7,7,100.0,100.0,100.0
1938,7,7,7,7,100.0,100.0,100.0
1939,7,7,7,7,100.0,100.0,100.0
1940,7,7,7,7,100.0,100.0,100.0
1941,7,7,7,7,100.0,100.0,100.0
1942,7,7,7,7,100.0,100.0,100.0
1943,7,7,7,7,100.0,100.0,100.0
1944,7,7,7,7,100.0,100.0,100.0
1945,7,7,7,7,100.0,100.0,100.0
1946,7,7,7,7,100.0,100.0,100.0
1947,7,7,7,7,100.0,100.0,100.0
1948,7,7,7,7,100.0,100.0,100.0
1949,7,7,7,7,100.0,100.0,100.0
1950,7,7,7,7,100.0,100.0,100.0
1951,7,7,7,7,100.0,100.0,100.0
1952,7,7,7,7,100.0,100.0,100.0
1953,7,7,7,7,100.0,100.0,100.0
1954,7,7,7,7,100.0,100.0,100.0
1955,7,7,7,7,100.0,100.0,100.0
1956,7,7,7,7,100.0,100.0,100.0
1957,7,7,7,7,100.0,100.0,100.0
1958,7,7,7,7,100.0,100.0,100.0
1959,7,7,7,7,100.0,100.0,100.0
1960,7,7,7,7,100.0,100.0,100.0
1961,7,7,7,7,100.0,100.0,100.0
1962,7,7,7,7,100.0,100.0,100.0
1963,7,7,7,7,100.0,100.0,100.0
1964,7,7,7,7,100.0,100.0,100.0
1965,7,7,7,7,100.0,100.0,100.0
1966,7,7,7,7,100.0,100.0,100.0
1967,7,7,7,7,100.0,100.0,100.0
1968,7,7,7,7,100.0,100.0,100.0
1969,7,7,7,7,100.0,100.0,100.0
1970,7,7,7,7,100.0,100.0,100.0
1971,7,7,7,7,100.0,100.0,100.0
1972,7,7,7,7,100.0,100.0,100.0
1973,7,7,7,7,100.0,100.0,100.0
1974,7,7,7,7,100.0,100.0,100.0
1975,7,7,7,7,100.0,100.0,100.0
1976,7,7,7,7,100.0,100.0,100.0
1977,7,7,7,7,100.0,100.0,100.0
1978,7,7,7,7,100.0,100.0,100.0
1979,7,7,7,7,100.0,100.0,100.0
1980,7,7,7,7,100.0,100.0,100.0
1981,7,7,7,7,100.0,100.0,100.0
1982,7,7,7,7,100.0,100.0,100.0
1983,7,7,7,7,100.0,100.0,100.0
1984,7,7,7,7,100.0,100.0,100.0
1985,7,7,7,7,100.0,100.0,100.0
1986,7,7,7,7,100.0,100.0,100.0
1987,7,7,7,7,100.0,100.0,100.0
1988,7,7,7,7,100.0,100.0,100.0
1989,7,7,7,7,100.0,100.0,100.0
1990,7,7,7,7,100.0,100.0,100.0
1991,7,7,7,7,100.0,100.0,100.0
1992,7,7,7,7,100.0,100.0,100.0
1993,7,7,7,7,100.0,100.0,100.0
1994,7,7,7,7,100.0,100.0,100.0
1995,7,7,7,7,100.0,100.0,100.0
1996,7,7,7,7,100.0,100.0,100.0
1997,7,7,7,7,100.0,100.0,100.0
1998,7,7,7,7,100.0,100.0,100.0
1999,7,7,7,7,100.0,100.0,100.0
2000,7,7,7,7,100.0,100.0,100.0
2001,7,7,7,7,100.0,100.0,100.0
2002,7,7,7,7,100.0,100.0,100.0
2003,7,7,7,7,100.0,100.0,100.0
2004,7,7,7,7,100.0,100.0,100.0
2005,7,7,7,7,100.0,100.0,100.0
2006,6,6,6,6,100.0,100.0,100.0
2007,6,6,6,6,100.0,100.0,100.0
2008,6,6,6,6,100.0,100.0,100.0
2009,6,6,6,6,100.0,100.0,100.0
2010,6,6,6,6,100.0,100.0,100.0
2011,6,6,6,6,100.0,100.0,100.0
2012,6,6,6,6,100.0,100.0,100.0
2013,6,6,6,6,100.0,100.0,100.0
2014,6,6,6,6,100.0,100.0,100.0
2015,6,6,6,6,100.0,100.0,100.0
2016,6,6,6,6,100.0,100.0,100.0
2017,6,6,6,6,100.0,100.0,100.0
2018,6,6,6,6,100.0,100.0,100.0
2019,6,6,6,6,100.0,100.0,100.0
2020,6,6,6,6,100.0,100.0,100.0
2021,6,6,6,6,100.0,100.0,100.0
2022,6,6,6,6,100.0,100.0,100.0
2023,6,6,6,6,100.0,100.0,100.0
2024,6,6,6,6,100.0,100.0,100.0
2025,6,6,6,6,100.0,100.0,100.0
2026,6,6,6,6,100.0,100.0,100.0
2027,6,6,6,6,100.0,100.0,100.0
2028,6,6,6,6,100.0,100.0,100.0
2029,6,6,6,6,100.0,100.0,100.0
2030,6,6,6,6,100.0,100.0,100.0
2031,6,6,6,6,100.0,100.0,100.0
2032,6,6,6,6,100.0,100.0,100.0
2033,6,6,6,6,100.0,100.0,100.0
2034,6,6,6,6,100.0,100.0,100.0
2035,6,6,6,6,100.0,100.0,100.0
2036,6,6,6,6,100.0,100.0,100.0
2037,6,6,6,6,100.0,100.0,100.0
2038,6,6,6,6,100.0,100.0,100.0
2039,6,6,6,6,100.0,100.0,100.0
2040,6,6,6,6,100.0,100.0,100.0
2041,6,6,6,6,100.0,100.0,100.0
2042,6,6,6,6,100.0,100.0,100.0
2043,6,6,6,6,100.0,100.0,100.0
2044,6,6,6,6,100.0,100.0,100.0
2045,6,6,6,6,100.0,100.0,100.0
2046,6,6,6,6,100.0,100.0,100.0
2047,6,6,6,6,100.0,100.0,100.0
2048,6,6,6,6,100.0,100.0,100.0
2049,6,6,6,6,100.0,100.0,100.0
2050,6,6,6,6,100.0,100.0,100.0
2051,6,6,6,6,100.0,100.0,100.0
2052,6,6,6,6,100.0,100.0,100.0
2053,6,6,6,6,100.0,100.0,100.0
2054,6,6,6,6,100.0,100.0,100.0
2055,6,6,6,6,100.0,100.0,100.0
2056,6,6,6,6,100.0,100.0,100.0
2057,6,6,6,6,100.0,100.0,100.0
2058,6,6,6,6,100.0,100.0,100.0
2059,6,6,6,6,100.0,100.0,100.0
2060,6,6,6,6,100.0,100.0,100.0
2061,6,6,6,6,100.0,100.0,100.0
2062,6,6,6,6,100.0,100.0,100.0
2063,6,6,6,6,100.0,100.0,100.0
2064,6,6,6,6,100.0,100.0,100.0
2065,6,6,6,6,100.0,100.0,100.0
2066,6,6,6,6,100.0,100.0,100.0
2067,6,6,6,6,100.0,100.0,100.0
2068,6,6,6,6,100.0,100.0,100.0
2069,6,6,6,6,100.0,100.0,100.0
2070,6,6,6,6,100.0,100.0,100.0
2071,6,6,6,6,100.0,100.0,100.0
2072,6,6,6,6,100.0,100.0,100.0
2073,6,6,6,6,100.0,100.0,100.0
2074,6,6,6,6,100.0,100.0,100.0
2075,6,6,6,6,100.0,100.0,100.0
2076,6,6,6,6,100.0,100.0,100.0
2077,6,6,6,6,100.0,100.0,100.0
2078,6,6,6,6,100.0,100.0,100.0
2079,6,6,6,6,100.0,100.0,100.0
2080,6,6,6,6,100.0,100.0,100.0
2081,6,6,6,6,100.0,100.0,100.0
2082,6,6,6,6,100.0,100.0,100.0
2083,6,6,6,6,100.0,100.0,100.0
2084,6,6,6,6,100.0,100.0,100.0
2085,6,6,6,6,100.0,100.0,100.0
2086,6,6,6,6,100.0,100.0,100.0
2087,6,6,6,6,100.0,100.0,100.0
2088,6,6,6,6,100.0,100.0,100.0
2089,6,6,6,6,100.0,100.0,100.0
2090,6,6,6,6,100.0,100.0,100.0
2091,6,6,6,6,100.0,100.0,100.0
2092,6,6,6,6,100.0,100.0,100.0
2093,6,6,6,6,100.0,100.0,100.0
2094,6,6,6,6,100.0,100.0,100.0
2095,6,6,6,6,100.0,100.0,100.0
2096,6,6,6,6,100.0,100.0,100.0
2097,6,6,6,6,100.0,100.0,100.0
2098,6,6,6,6,100.0,100.0,100.0
2099,6,6,6,6,100.0,100.0,100.0
2100,6,6,6,6,100.0,100.0,100.0
2101,6,6,6,6,100.0,100.0,100.0
2102,6,6,6,6,100.0,100.0,100.0
2103,6,6,6,6,100.0,100.0,100.0
2104,6,6,6,6,100.0,100.0,100.0
2105,6,6,6,6,100.0,100.0,100.0
2106,6,6,6,6,100.0,100.0,100.0
2107,6,6,6,6,100.0,100.0,100.0
2108,6,6,6,6,100.0,100.0,100.0
2109,6,6,6,6,100.0,100.0,100.0
2110,6,6,6,6,100.0,100.0,100.0
2111,6,6,6,6,100.0,100.0,100.0
2112,6,6,6,6,100.0,100.0,100.0
2113,6,6,6,6,100.0,100.0,100.0
2114,6,6,6,6,100.0,100.0,100.0
2115,6,6,6,6,100.0,100.0,100.0
2116,6,6,6,6,100.0,100.0,100.0
2117,6,6,6,6,100.0,100.0,100.0
2118,6,6,6,6,100.0,100.0,100.0
2119,6,6,6,6,100.0,100.0,100.0
2120,6,6,6,6,100.0,100.0,100.0
2121,6,6,6,6,100.0,100.0,100.0
2122,6,6,6,6,100.0,100.0,100.0
2123,6,6,6,6,100.0,100.0,100.0
2124,6,6,6,6,100.0,100.0,100.0
2125,6,6,6,6,100.0,100.0,100.0
2126,6,6,6,6,100.0,100.0,100.0
2127,6,6,6,6,100.0,100.0,100.0
2128,6,6,6,6,100.0,100.0,100.0
2129,6,6,6,6,100.0,100.0,100.0
2130,6,6,6,6,100.0,100.0,100.0
2131,6,6,6,6,100.0,100.0,100.0
2132,6,6,6,6,100.0,100.0,100.0
2133,6,6,6,6,100.0,100.0,100.0
2134,6,6,6,6,100.0,100.0,100.0
2135,6,6,6,6,100.0,100.0,100.0
2136,6,6,6,6,100.0,100.0,100.0
2137,6,6,6,6,100.0,100.0,100.0
2138,6,6,6,6,100.0,100.0,100.0
2139,6,6,6,6,100.0,100.0,100.0
2140,6,6,6,6,100.0,100.0,100.0
2141,6,6,6,6,100.0,100.0,100.0
2142,6,6,6,6,100.0,100.0,100.0
2143,6,6,6,6,100.0,100.0,100.0
2144,6,6,6,6,100.0,100.0,100.0
2145,6,6,6,6,100.0,100.0,100.0
2146,6,6,6,6,100.0,100.0,100.0
2147,6,6,6,6,100.0,100.0,100.0
2148,6,6,6,6,100.0,100.0,100.0
2149,6,6,6,6,100.0,100.0,100.0
2150,6,6,6,6,100.0,100.0,100.0
2151,6,6,6,6,100.0,100.0,100.0
2152,6,6,6,6,100.0,100.0,100.0
2153,6,6,6,6,100.0,100.0,100.0
2154,6,6,6,6,100.0,100.0,100.0
2155,6,6,6,6,100.0,100.0,100.0
2156,6,6,6,6,100.0,100.0,100.0
2157,6,6,6,6,100.0,100.0,100.0
2158,6,6,6,6,100.0,100.0,100.0
2159,6,6,6,6,100.0,100.0,100.0
2160,6,6,6,6,100.0,100.0,100.0
2161,6,6,6,6,100.0,100.0,100.0
2162,6,6,6,6,100.0,100.0,100.0
2163,6,6,6,6,100.0,100.0,100.0
2164,6,6,6,6,100.0,100.0,100.0
2165,6,6,6,6,100.0,100.0,100.0
2166,6,6,6,6,100.0,100.0,100.0
2167,6,6,6,6,100.0,100.0,100.0
2168,6,6,6,6,100.0,100.0,100.0
2169,6,6,6,6,100.0,100.0,100.0
2170,6,6,6,6,100.0,100.0,100.0
2171,6,6,6,6,100.0,100.0,100.0
2172,6,6,6,6,100.0,100.0,100.0
2173,6,6,6,6,100.0,100.0,100.0
2174,6,6,6,6,100.0,100.0,100.0
2175,6,6,6,6,100.0,100.0,100.0
2176,6,6,6,6,100.0,100.0,100.0
2177,6,6,6,6,100.0,100.0,100.0
2178,6,6,6,6,100.0,100.0,100.0
2179,6,6,6,6,100.0,100.0,100.0
2180,6,6,6,6,100.0,100.0,100.0
2181,6,6,6,6,100.0,100.0,100.0
2182,6,6,6,6,100.0,100.0,100.0
2183,6,6,6,6,100.0,100.0,100.0
2184,6,6,6,6,100.0,100.0,100.0
2185,6,6,6,6,100.0,100.0,100.0
2186,6,6,6,6,100.0,100.0,100.0
2187,6,6,6,6,100.0,100.0,100.0
2188,6,6,6,6,100.0,100.0,100.0
2189,6,6,6,6,100.0,100.0,100.0
2190,6,6,6,6,100.0,100.0,100.0
2191,6,6,6,6,100.0,100.0,100.0
2192,6,6,6,6,100.0,100.0,100.0
2193,6,6,6,6,100.0,100.0,100.0
2194,6,6,6,6,100.0,100.0,100.0
2195,6,6,6,6,100.0,100.0,100.0
2196,6,6,6,6,100.0,100.0,100.0
2197,6,6,6,6,100.0,100.0,100.0
2198,6,6,6,6,100.0,100.0,100.0
2199,6,6,6,6,100.0,100.0,100.0
2200,6,6,6,6,100.0,100.0,100.0
2201,6,6,6,6,100.0,100.0,100.0
2202,6,6,6,6,100.0,100.0,100.0
2203,6,6,6,6,100.0,100.0,100.0
2204,6,6,6,6,100.0,100.0,100.0
2205,6,6,6,6,100.0,100.0,100.0
2206,6,6,6,6,100.0,100.0,100.0
2207,6,6,6,6,100.0,100.0,100.0
2208,6,6,6,6,100.0,100.0,100.0
2209,6,6,6,6,100.0,100.0,100.0
2210,6,6,6,6,100.0,100.0,100.0
2211,6,6,6,6,100.0,100.0,100.0
2212,6,6,6,6,100.0,100.0,100.0
2213,6,6,6,6,100.0,100.0,100.0
2214,6,6,6,6,100.0,100.0,100.0
2215,6,6,6,6,100.0,100.0,100.0
2216,6,6,6,6,100.0,100.0,100.0
2217,6,6,6,6,100.0,100.0,100.0
2218,6,6,6,6,100.0,100.0,100.0
2219,6,6,6,6,100.0,100.0,100.0
2220,6,6,6,6,100.0,100.0,100.0
2221,6,6,6,6,100.0,100.0,100.0
2222,6,6,6,6,100.0,100.0,100.0
2223,6,6,6,6,100.0,100.0,100.0
2224,6,6,6,6,100.0,100.0,100.0
2225,6,6,6,6,100.0,100.0,100.0
2226,6,6,6,6,100.0,100.0,100.0
2227,6,6,6,6,100.0,100.0,100.0
2228,6,6,6,6,100.0,100.0,100.0
2229,6,6,6,6,100.0,100.0,100.0
2230,6,6,6,6,100.0,100.0,100.0
2231,6,6,6,6,100.0,100.0,100.0
2232,6,6,6,6,100.0,100.0,100.0
2233,6,6,6,6,100.0,100.0,100.0
2234,6,6,6,6,100.0,100.0,100.0
2235,6,6,6,6,100.0,100.0,100.0
2236,6,6,6,6,100.0,100.0,100.0
2237,6,6,6,6,100.0,100.0,100.0
2238,6,6,6,6,100.0,100.0,100.0
2239,6,6,6,6,100.0,100.0,100.0
2240,6,6,6,6,100.0,100.0,100.0
2241,6,6,6,6,100.0,100.0,100.0
2242,6,6,6,6,100.0,100.0,100.0
2243,6,6,6,6,100.0,100.0,100.0
2244,6,6,6,6,100.0,100.0,100.0
2245,6,6,6,6,100.0,100.0,100.0
2246,6,6,6,6,100.0,100.0,100.0
2247,6,6,6,6,100.0,100.0,100.0
2248,6,6,6,6,100.0,100.0,100.0
2249,6,6,6,6,100.0,100.0,100.0
2250,6,6,6,6,100.0,100.0,100.0
2251,6,6,6,6,100.0,100.0,100.0
2252,6,6,6,6,100.0,100.0,100.0
2253,6,6,6,6,100.0,100.0,100.0
2254,6,6,6,6,100.0,100.0,100.0
2255,6,6,6,6,100.0,100.0,100.0
2256,6,6,6,6,100.0,100.0,100.0
2257,6,6,6,6,100.0,100.0,100.0
2258,6,6,6,6,100.0,100.0,100.0
2259,6,6,6,6,100.0,100.0,100.0
2260,6,6,6,6,100.0,100.0,100.0
2261,6,6,6,6,100.0,100.0,100.0
2262,6,6,6,6,100.0,100.0,100.0
2263,6,6,6,6,100.0,100.0,100.0
2264,6,6,6,6,100.0,100.0,100.0
2265,6,6,6,6,100.0,100.0,100.0
2266,6,6,6,6,100.0,100.0,100.0
2267,6,6,6,6,100.0,100.0,100.0
2268,6,6,6,6,100.0,100.0,100.0
2269,6,6,6,6,100.0,100.0,100.0
2270,6,6,6,6,100.0,100.0,100.0
2271,6,6,6,6,100.0,100.0,100.0
2272,6,6,6,6,100.0,100.0,100.0
2273,6,6,6,6,100.0,100.0,100.0
2274,6,6,6,6,100.0,100.0,100.0
2275,6,6,6,6,100.0,100.0,100.0
2276,6,6,6,6,100.0,100.0,100.0
2277,6,6,6,6,100.0,100.0,100.0
2278,6,6,6,6,100.0,100.0,100.0
2279,6,6,6,6,100.0,100.0,100.0
2280,6,6,6,6,100.0,100.0,100.0
2281,6,6,6,6,100.0,100.0,100.0
2282,6,6,6,6,100.0,100.0,100.0
2283,6,6,6,6,100.0,100.0,100.0
2284,6,6,6,6,100.0,100.0,100.0
2285,6,6,6,6,100.0,100.0,100.0
2286,6,6,6,6,100.0,100.0,100.0
2287,6,6,6,6,100.0,100.0,100.0
2288,6,6,6,6,100.0,100.0,100.0
2289,6,6,6,6,100.0,100.0,100.0
2290,6,6,6,6,100.0,100.0,100.0
2291,6,6,6,6,100.0,100.0,100.0
2292,6,6,6,6,100.0,100.0,100.0
2293,6,6,6,6,100.0,100.0,100.0
2294,6,6,6,6,100.0,100.0,100.0
2295,6,6,6,6,100.0,100.0,100.0
2296,6,6,6,6,100.0,100.0,100.0
2297,6,6,6,6,100.0,100.0,100.0
2298,6,6,6,6,100.0,100.0,100.0
2299,6,6,6,6,100.0,100.0,100.0
2300,6,6,6,6,100.0,100.0,100.0
2301,6,6,6,6,100.0,100.0,100.0
2302,6,6,6,6,100.0,100.0,100.0
2303,6,6,6,6,100.0,100.0,100.0
2304,6,6,6,6,100.0,100.0,100.0
2305,6,6,6,6,100.0,100.0,100.0
2306,6,6,6,6,100.0,100.0,100.0
2307,6,6,6,6,100.0,100.0,100.0
2308,6,6,6,6,100.0,100.0,100.0
2309,6,6,6,6,100.0,100.0,100.0
2310,6,6,6,6,100.0,100.0,100.0
2311,6,6,6,6,100.0,100.0,100.0
2312,6,6,6,6,100.0,100.0,100.0
2313,6,6,6,6,100.0,100.0,100.0
2314,6,6,6,6,100.0,100.0,100.0
2315,6,6,6,6,100.0,100.0,100.0
2316,6,6,6,6,100.0,100.0,100.0
2317,6,6,6,6,100.0,100.0,100.0
2318,6,6,6,6,100.0,100.0,100.0
2319,6,6,6,6,100.0,100.0,100.0
2320,6,6,6,6,100.0,100.0,100.0
2321,6,6,6,6,100.0,100.0,100.0
2322,6,6,6,6,100.0,100.0,100.0
2323,6,6,6,6,100.0,100.0,100.0
2324,6,6,6,6,100.0,100.0,100.0
2325,6,6,6,6,100.0,100.0,100.0
2326,6,6,6,6,100.0,100.0,100.0
2327,6,6,6,6,100.0,100.0,100.0
2328,6,6,6,6,100.0,100.0,100.0
2329,6,6,6,6,100.0,100.0,100.0
2330,6,6,6,6,100.0,100.0,100.0
2331,6,6,6,6,100.0,100.0,100.0
2332,6,6,6,6,100.0,100.0,100.0
2333,6,6,6,6,100.0,100.0,100.0
2334,6,6,6,6,100.0,100.0,100.0
2335,6,6,6,6,100.0,100.0,100.0
2336,6,6,6,6,100.0,100.0,100.0
2337,6,6,6,6,100.0,100.0,100.0
2338,6,6,6,6,100.0,100.0,100.0
2339,6,6,6,6,100.0,100.0,100.0
2340,6,6,6,6,100.0,100.0,100.0
2341,6,6,6,6,100.0,100.0,100.0
2342,6,6,6,6,100.0,100.0,100.0
2343,6,6,6,6,100.0,100.0,100.0
2344,6,6,6,6,100.0,100.0,100.0
2345,6,6,6,6,100.0,100.0,100.0
2346,6,6,6,6,100.0,100.0,100.0
2347,6,6,6,6,100.0,100.0,100.0
2348,6,6,6,6,100.0,100.0,100.0
2349,6,6,6,6,100.0,100.0,100.0
2350,6,6,6,6,100.0,100.0,100.0
2351,6,6,6,6,100.0,100.0,100.0
2352,6,6,6,6,100.0,100.0,100.0
2353,6,6,6,6,100.0,100.0,100.0
2354,6,6,6,6,100.0,100.0,100.0
2355,6,6,6,6,100.0,100.0,100.0
2356,6,6,6,6,100.0,100.0,100.0
2357,6,6,6,6,100.0,100.0,100.0
2358,6,6,6,6,100.0,100.0,100.0
2359,6,6,6,6,100.0,100.0,100.0
2360,6,6,6,6,100.0,100.0,100.0
2361,6,6,6,6,100.0,100.0,100.0
2362,6,6,6,6,100.0,100.0,100.0
2363,6,6,6,6,100.0,100.0,100.0
2364,6,6,6,6,100.0,100.0,100.0
2365,6,6,6,6,100.0,100.0,100.0
2366,6,6,6,6,100.0,100.0,100.0
2367,6,6,6,6,100.0,100.0,100.0
2368,6,6,6,6,100.0,100.0,100.0
2369,6,6,6,6,100.0,100.0,100.0
2370,6,6,6,6,100.0,100.0,100.0
2371,6,6,6,6,100.0,100.0,100.0
2372,6,6,6,6,100.0,100.0,100.0
2373,6,6,6,6,100.0,100.0,100.0
2374,6,6,6,6,100.0,100.0,100.0
2375,6,6,6,6,100.0,100.0,100.0
2376,6,6,6,6,100.0,100.0,100.0
2377,6,6,6,6,100.0,100.0,100.0
2378,6,6,6,6,100.0,100.0,100.0
2379,6,6,6,6,100.0,100.0,100.0
2380,6,6,6,6,100.0,100.0,100.0
2381,6,6,6,6,100.0,100.0,100.0
2382,6,6,6,6,100.0,100.0,100.0
2383,6,6,6,6,100.0,100.0,100.0
2384,6,6,6,6,100.0,100.0,100.0
2385,6,6,6,6,100.0,100.0,100.0
2386,6,6,6,6,100.0,100.0,100.0
2387,6,6,6,6,100.0,100.0,100.0
2388,6,6,6,6,100.0,100.0,100.0
2389,6,6,6,6,100.0,100.0,100.0
2390,6,6,6,6,100.0,100.0,100.0
2391,6,6,6,6,100.0,100.0,100.0
2392,6,6,6,6,100.0,100.0,100.0
2393,6,6,6,6,100.0,100.0,100.0
2394,6,6,6,6,100.0,100.0,100.0
2395,6,6,6,6,100.0,100.0,100.0
2396,6,6,6,6,100.0,100.0,100.0
2397,6,6,6,6,100.0,100.0,100.0
2398,6,6,6,6,100.0,100.0,100.0
2399,6,6,6,6,100.0,100.0,100.0
2400,6,6,6,6,100.0,100.0,100.0
2401,6,6,6,6,100.0,100.0,100.0
2402,6,6,6,6,100.0,100.0,100.0
2403,6,6,6,6,100.0,100.0,100.0
2404,6,6,6,6,100.0,100.0,100.0
2405,6,6,6,6,100.0,100.0,100.0
2406,6,6,6,6,100.0,100.0,100.0
2407,6,6,6,6,100.0,100.0,100.0
2408,6,6,6,6,100.0,100.0,100.0
2409,6,6,6,6,100.0,100.0,100.0
2410,6,6,6,6,100.0,100.0,100.0
2411,6,6,6,6,100.0,100.0,100.0
2412,6,6,6,6,100.0,100.0,100.0
2413,6,6,6,6,100.0,100.0,100.0
2414,6,6,6,6,100.0,100.0,100.0
2415,6,6,6,6,100.0,100.0,100.0
2416,6,6,6,6,100.0,100.0,100.0
2417,6,6,6,6,100.0,100.0,100.0
2418,6,6,6,6,100.0,100.0,100.0
2419,6,6,6,6,100.0,100.0,100.0
2420,6,6,6,6,100.0,100.0,100.0
2421,6,6,6,6,100.0,100.0,100.0
2422,6,6,6,6,100.0,100.0,100.0
2423,6,6,6,6,100.0,100.0,100.0
2424,6,6,6,6,100.0,100.0,100.0
2425,6,6,6,6,100.0,100.0,100.0
2426,6,6,6,6,100.0,100.0,100.0
2427,6,6,6,6,100.0,100.0,100.0
2428,6,6,6,6,100.0,100.0,100.0
2429,6,6,6,6,100.0,100.0,100.0
2430,6,6,6,6,100.0,100.0,100.0
2431,6,6,6,6,100.0,100.0,100.0
2432,6,6,6,6,100.0,100.0,100.0
2433,6,6,6,6,100.0,100.0,100.0
2434,6,6,6,6,100.0,100.0,100.0
2435,6,6,6,6,100.0,100.0,100.0
2436,6,6,6,6,100.0,100.0,100.0
2437,6,6,6,6,100.0,100.0,100.0
2438,6,6,6,6,100.0,100.0,100.0
2439,6,6,6,6,100.0,100.0,100.0
2440,6,6,6,6,100.0,100.0,100.0
2441,6,6,6,6,100.0,100.0,100.0
2442,6,6,6,6,100.0,100.0,100.0
2443,6,6,6,6,100.0,100.0,100.0
2444,6,6,6,6,100.0,100.0,100.0
2445,6,6,6,6,100.0,100.0,100.0
2446,6,6,6,6,100.0,100.0,100.0
2447,6,6,6,6,100.0,100.0,100.0
2448,6,6,6,6,100.0,100.0,100.0
2449,6,6,6,6,100.0,100.0,100.0
2450,6,6,6,6,100.0,100.0,100.0
2451,6,6,6,6,100.0,100.0,100.0
2452,6,6,6,6,100.0,100.0,100.0
2453,6,6,6,6,100.0,100.0,100.0
2454,6,6,6,6,100.0,100.0,100.0
2455,6,6,6,6,100.0,100.0,100.0
2456,6,6,6,6,100.0,100.0,100.0
