metric,median_GOOD,mean_GOOD
Chg_Spec_mAhg,154.18,151.93798917246713
DChg_Spec_mAhg,150.25,148.5751121423047
Missing_Count,0.0,0.0
IR_proxy,0.377880268672234,0.38231791711322816
CE_dev_abs,0.004990735759966558,0.024301940558292212
